,index,Unnamed: 0,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace_x,w_df,w_svpt,w_1stIn_x,w_1stWon_x,w_2ndWon_x,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_id,l_winners_fh,l_winners_bh,l_unforced_fh,l_unforced_bh,l_return_pts_faced,l_return_pts_won,w_1stIn_y,w_1stWon_y,w_2ndWon_y,w_ace_y,w_winners_fh,w_winners_bh,w_unforced_fh,w_unforced_bh,w_return_pts_faced,w_return_pts_won,label,Unnamed: 0.1
261,1221,42947.0,2019-0407,Rotterdam,Hard,32.0,A,20190211.0,276.0,104312.0,,,Andreas Seppi,R,190.0,ITA,34.9,105376.0,,Q,Peter Gojowczyk,R,185.0,GER,29.5,7-6(3) 3-6 6-2,3.0,R32,115.0,11.0,4.0,93.0,57.0,40.0,18.0,15.0,6.0,10.0,7.0,6.0,91.0,42.0,28.0,24.0,14.0,4.0,8.0,40.0,1060.0,61.0,770.0,20190211-M-Rotterdam-R32-Peter_Gojowczyk-Andreas_Seppi,15,8,25,15,93,35,57,40,18,11,14,6,10,14,91,39,0.0,
262,1223,42842.0,2019-7434,Sofia,Hard,32.0,A,20190204.0,300.0,106421.0,3.0,,Daniil Medvedev,R,198.0,RUS,22.9,105916.0,,,Marton Fucsovics,R,188.0,HUN,26.9,6-4 6-3,3.0,F,81.0,6.0,1.0,59.0,30.0,21.0,16.0,9.0,2.0,3.0,4.0,2.0,60.0,38.0,28.0,3.0,10.0,5.0,9.0,16.0,2000.0,47.0,959.0,20190210-M-Sofia-F-Marton_Fucsovics-Daniil_Medvedev,8,5,16,15,59,22,30,21,16,6,5,3,11,7,60,29,0.0,
263,1229,42936.0,2019-0407,Rotterdam,Hard,32.0,A,20190211.0,287.0,106421.0,5.0,,Daniil Medvedev,R,198.0,RUS,23.0,104269.0,,,Fernando Verdasco,L,188.0,ESP,35.2,6-2 7-5,3.0,R16,93.0,1.0,2.0,60.0,30.0,23.0,16.0,10.0,1.0,2.0,1.0,2.0,74.0,47.0,25.0,14.0,10.0,7.0,11.0,16.0,2160.0,26.0,1455.0,20190214-M-Rotterdam-R16-Fernando_Verdasco-Daniil_Medvedev,11,4,28,15,60,21,30,23,16,1,3,2,12,7,74,35,0.0,
264,1230,42927.0,2019-0407,Rotterdam,Hard,32.0,A,20190211.0,296.0,104527.0,,WC,Stan Wawrinka,R,183.0,SUI,33.8,133430.0,10.0,,Denis Shapovalov,L,185.0,CAN,19.8,6-4 7-6(4),3.0,QF,89.0,3.0,0.0,64.0,32.0,25.0,19.0,11.0,0.0,2.0,3.0,7.0,65.0,44.0,34.0,6.0,11.0,5.0,8.0,68.0,740.0,25.0,1485.0,20190215-M-Rotterdam-QF-Denis_Shapovalov-Stan_Wawrinka,12,8,13,10,64,20,32,25,19,3,5,6,10,7,65,25,0.0,
265,1233,42901.0,2019-0424,New York,Hard,32.0,A,20190211.0,295.0,111790.0,,Q,Brayden Schnur,R,193.0,CAN,23.6,103893.0,,,Paolo Lorenzi,R,183.0,ITA,37.1,6-7(7) 7-6(5) 7-5,3.0,QF,159.0,24.0,3.0,119.0,89.0,72.0,12.0,18.0,3.0,3.0,6.0,2.0,118.0,79.0,60.0,22.0,18.0,2.0,3.0,154.0,367.0,111.0,493.0,20190215-M-New_York-QF-Paolo_Lorenzi-Brayden_Schnur,15,16,12,10,119,35,89,72,12,24,23,11,17,22,118,36,0.0,
266,1235,42923.0,2019-0407,Rotterdam,Hard,32.0,A,20190211.0,300.0,104792.0,,,Gael Monfils,R,193.0,FRA,32.4,104527.0,,WC,Stan Wawrinka,R,183.0,SUI,33.8,6-3 1-6 6-2,3.0,F,104.0,1.0,3.0,82.0,55.0,34.0,15.0,12.0,7.0,10.0,2.0,0.0,71.0,41.0,26.0,16.0,12.0,6.0,10.0,33.0,1240.0,68.0,740.0,20190217-M-Rotterdam-F-Stan_Wawrinka-Gael_Monfils,17,8,16,20,82,33,54,33,16,1,5,9,8,19,71,29,0.0,
267,1237,42848.0,2019-7434,Sofia,Hard,32.0,A,20190204.0,294.0,104792.0,7.0,,Gael Monfils,R,193.0,FRA,32.4,126774.0,2.0,,Stefanos Tsitsipas,R,193.0,GRE,20.4,6-3 7-6(5),3.0,QF,90.0,5.0,3.0,59.0,30.0,28.0,17.0,10.0,0.0,0.0,6.0,0.0,81.0,54.0,38.0,14.0,11.0,6.0,8.0,33.0,1195.0,12.0,2805.0,20190208-M-Sofia-QF-Stefanos_Tsitsipas-Gael_Monfils,7,2,10,8,59,14,31,29,16,5,11,8,10,2,81,29,0.0,
268,1251,43093.0,2019-0495,Dubai,Hard,32.0,A,20190225.0,281.0,104792.0,,,Gael Monfils,R,193.0,FRA,32.4,105227.0,3.0,,Marin Cilic,R,198.0,CRO,30.4,6-3 4-6 6-0,3.0,R32,105.0,7.0,1.0,62.0,36.0,29.0,16.0,12.0,0.0,1.0,1.0,1.0,87.0,54.0,36.0,12.0,13.0,8.0,13.0,23.0,1560.0,10.0,3095.0,20190226-M-Dubai-R32-Marin_Cilic-Gael_Monfils,15,5,27,13,62,17,36,29,16,7,18,3,6,16,87,39,0.0,
269,1258,43050.0,2019-M004,Acapulco,Hard,32.0,A,20190225.0,293.0,106401.0,,,Nick Kyrgios,R,193.0,AUS,23.8,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,32.7,3-6 7-6(2) 7-6(6),3.0,R16,183.0,21.0,6.0,127.0,78.0,64.0,22.0,16.0,9.0,10.0,8.0,3.0,105.0,64.0,54.0,26.0,17.0,1.0,1.0,72.0,750.0,2.0,8320.0,20190227-M-Acapulco-R16-Rafael_Nadal-Nick_Kyrgios,25,5,6,9,127,41,78,64,22,21,24,14,26,20,105,25,0.0,
270,1261,42955.0,2019-0499,Delray Beach,Hard,32.0,A,20190218.0,299.0,105430.0,,,Radu Albot,R,175.0,MDA,29.2,111456.0,,,Mackenzie Mcdonald,R,178.0,USA,23.8,3-6 6-0 6-0,3.0,SF,90.0,6.0,2.0,52.0,31.0,22.0,12.0,10.0,2.0,4.0,2.0,7.0,74.0,42.0,20.0,12.0,11.0,8.0,15.0,82.0,680.0,84.0,673.0,20190223-M-Delray_Beach-SF-Mackenzie_Mcdonald-Radu_Albot,7,7,14,19,52,18,31,22,12,6,7,4,9,6,74,42,0.0,
271,1264,43057.0,2019-M004,Acapulco,Hard,32.0,A,20190225.0,286.0,100644.0,2.0,,Alexander Zverev,R,198.0,GER,21.8,103970.0,,WC,David Ferrer,R,175.0,ESP,36.9,7-6(0) 6-1,3.0,R16,88.0,9.0,6.0,62.0,37.0,29.0,15.0,10.0,3.0,4.0,0.0,2.0,59.0,36.0,23.0,9.0,9.0,3.0,6.0,3.0,6475.0,145.0,400.0,20190227-M-Acapulco-R16-David_Ferrer-Alexander_Zverev,3,0,13,14,62,18,37,29,15,9,10,7,12,12,59,27,0.0,
272,1266,43076.0,2019-0495,Dubai,Hard,32.0,A,20190225.0,298.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,37.5,106432.0,6.0,,Borna Coric,R,188.0,CRO,22.2,6-2 6-2,3.0,SF,67.0,7.0,1.0,44.0,25.0,20.0,13.0,8.0,0.0,0.0,1.0,1.0,59.0,37.0,20.0,9.0,8.0,5.0,9.0,7.0,4100.0,13.0,2605.0,20190301-M-Dubai-SF-Borna_Coric-Roger_Federer,6,4,16,9,44,11,25,20,13,7,6,9,5,9,59,30,0.0,
273,1267,43074.0,2019-0495,Dubai,Hard,32.0,A,20190225.0,300.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,37.5,126774.0,5.0,,Stefanos Tsitsipas,R,193.0,GRE,20.5,6-4 6-4,3.0,F,69.0,6.0,0.0,55.0,42.0,35.0,8.0,10.0,2.0,2.0,4.0,2.0,54.0,37.0,26.0,9.0,10.0,0.0,2.0,7.0,4100.0,11.0,2965.0,20190302-M-Dubai-F-Stefanos_Tsitsipas-Roger_Federer,10,3,9,13,55,12,42,35,8,5,10,9,4,10,54,19,0.0,
274,1268,42897.0,2019-0424,New York,Hard,32.0,A,20190211.0,299.0,124187.0,,,Reilly Opelka,R,211.0,USA,21.4,104545.0,1.0,,John Isner,R,206.0,USA,33.7,6-7(8) 7-6(14) 7-6(4),3.0,SF,151.0,43.0,1.0,116.0,87.0,79.0,22.0,18.0,1.0,1.0,38.0,1.0,125.0,110.0,92.0,9.0,18.0,2.0,2.0,89.0,633.0,9.0,3155.0,20190216-M-New_York-SF-John_Isner-Reilly_Opelka,15,0,17,6,116,15,87,79,22,43,17,9,9,5,125,24,0.0,
275,1270,43018.0,2019-6932,Rio de Janeiro,Clay,32.0,A,20190218.0,294.0,200000.0,,WC,Felix Auger Aliassime,R,193.0,CAN,18.5,144719.0,,,Jaume Munar,R,183.0,ESP,21.7,6-4 6-3,3.0,QF,98.0,1.0,3.0,61.0,41.0,26.0,8.0,9.0,2.0,5.0,0.0,1.0,64.0,35.0,19.0,12.0,10.0,4.0,10.0,104.0,540.0,66.0,746.0,20190222-M-Rio_de_Janeiro-QF-Jaume_Munar-Felix_Auger_Aliassime,4,1,8,7,61,27,41,26,8,1,19,5,19,10,64,33,0.0,
276,1277,43106.0,2019-0533,Sao Paulo,Clay,32.0,A,20190225.0,299.0,106426.0,,,Cristian Garin,R,185.0,CHI,22.7,134770.0,,,Casper Ruud,R,183.0,NOR,20.1,6-4 6-4,3.0,SF,79.0,1.0,3.0,57.0,31.0,23.0,16.0,10.0,2.0,3.0,5.0,0.0,57.0,34.0,24.0,11.0,10.0,3.0,6.0,92.0,620.0,108.0,527.0,20190302-M-Sao_Paulo-SF-Casper_Ruud-Cristian_Garin,7,1,14,9,57,18,31,23,16,1,10,7,7,13,57,22,0.0,
277,1282,43209.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,208.0,105819.0,,,Guido Andreozzi,R,183.0,ARG,27.5,125802.0,,,Ilya Ivashka,R,193.0,BLR,25.0,7-6(3) 6-4,3.0,R128,134.0,4.0,4.0,85.0,46.0,30.0,21.0,11.0,2.0,5.0,6.0,6.0,80.0,46.0,26.0,15.0,11.0,2.0,6.0,88.0,638.0,96.0,602.0,20190307-M-Indian_Wells_Masters-R128-Ilya_Ivashka-Guido_Andreozzi,11,1,17,13,85,34,45,30,21,4,13,4,17,13,80,39,0.0,
278,1283,43222.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,183.0,103852.0,,,Feliciano Lopez,L,188.0,ESP,37.4,104607.0,,,Tomas Berdych,R,196.0,CZE,33.4,7-6(3) 7-6(2),3.0,R128,117.0,15.0,2.0,98.0,57.0,46.0,20.0,12.0,4.0,4.0,4.0,4.0,82.0,54.0,43.0,13.0,12.0,0.0,0.0,78.0,700.0,81.0,685.0,20190308-M-Indian_Wells_Masters-R128-Tomas_Berdych-Feliciano_Lopez,13,10,12,12,98,32,57,46,20,15,13,1,18,8,82,26,0.0,
279,1284,43213.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,200.0,105449.0,,,Steve Johnson,R,188.0,USA,29.1,126203.0,,,Taylor Fritz,R,193.0,USA,21.3,6-3 6-3,3.0,R128,59.0,3.0,0.0,44.0,23.0,22.0,12.0,9.0,1.0,2.0,3.0,3.0,48.0,32.0,20.0,7.0,9.0,4.0,8.0,38.0,1170.0,46.0,970.0,20190308-M-Indian_Wells_Masters-R128-Taylor_Fritz-Steve_Johnson,10,3,8,7,44,10,23,22,12,3,9,3,2,6,48,21,0.0,
280,1287,43048.0,2019-M004,Acapulco,Hard,32.0,A,20190225.0,295.0,111815.0,,,Cameron Norrie,L,188.0,GBR,23.5,111456.0,,SE,Mackenzie Mcdonald,R,178.0,USA,23.8,6-3 6-2,3.0,QF,83.0,4.0,4.0,63.0,42.0,34.0,8.0,8.0,4.0,4.0,1.0,3.0,72.0,50.0,27.0,10.0,9.0,4.0,8.0,64.0,797.0,71.0,753.0,20190228-M-Acapulco-QF-Mackenzie_Mcdonald-Cameron_Norrie,9,3,19,13,63,21,42,34,8,4,13,3,9,11,72,35,0.0,
281,1288,43175.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,257.0,200000.0,,WC,Felix Auger Aliassime,R,193.0,CAN,18.5,126774.0,9.0,,Stefanos Tsitsipas,R,193.0,GRE,20.5,6-4 6-2,3.0,R64,77.0,4.0,5.0,62.0,43.0,35.0,10.0,9.0,7.0,7.0,3.0,0.0,47.0,39.0,25.0,3.0,9.0,0.0,3.0,58.0,872.0,10.0,3175.0,20190309-M-Indian_Wells_Masters-R64-Stefanos_Tsitsipas-Felix_Auger_Aliassime,6,3,13,4,62,17,43,35,10,5,7,4,10,3,47,19,0.0,
282,1290,43183.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,249.0,105430.0,,Q,Radu Albot,R,175.0,MDA,29.3,104926.0,16.0,,Fabio Fognini,R,178.0,ITA,31.7,6-0 7-6(4),3.0,R64,86.0,4.0,1.0,57.0,31.0,24.0,16.0,9.0,3.0,5.0,0.0,2.0,61.0,31.0,18.0,13.0,9.0,4.0,9.0,53.0,920.0,17.0,1885.0,20190310-M-Indian_Wells_Masters-R64-Fabio_Fognini-Radu_Albot,8,2,17,17,57,17,31,24,16,4,12,2,13,11,61,30,0.0,
283,1294,43165.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,267.0,104792.0,18.0,,Gael Monfils,R,193.0,FRA,32.5,104919.0,,,Leonardo Mayer,R,188.0,ARG,31.8,6-4 3-6 6-3,3.0,R64,119.0,5.0,4.0,83.0,58.0,41.0,13.0,14.0,3.0,6.0,2.0,8.0,91.0,49.0,37.0,17.0,14.0,4.0,8.0,19.0,1740.0,56.0,895.0,20190309-M-Indian_Wells_Masters-R64-Leonardo_Mayer-Gael_Monfils,13,4,21,12,83,29,58,41,13,5,18,4,18,10,91,37,0.0,
284,1300,43147.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,285.0,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,35.3,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,31.7,6-4 6-4,3.0,R32,98.0,3.0,1.0,67.0,48.0,33.0,10.0,10.0,4.0,5.0,2.0,3.0,56.0,37.0,25.0,8.0,10.0,1.0,4.0,39.0,1160.0,1.0,10955.0,20190311-M-Indian_Wells_Masters-R32-Novak_Djokovic-Philipp_Kohlschreiber,7,6,20,8,67,24,48,33,10,3,10,3,14,9,56,23,0.0,
285,1307,43116.0,2019-0533,Sao Paulo,Clay,32.0,A,20190225.0,289.0,105477.0,,,Marco Trungelliti,R,178.0,ARG,29.0,205734.0,,WC,Thiago Seyboth Wild,R,185.0,BRA,18.9,6-4 7-5,3.0,R16,94.0,3.0,2.0,62.0,32.0,27.0,18.0,11.0,4.0,5.0,5.0,1.0,70.0,44.0,30.0,13.0,11.0,3.0,6.0,121.0,472.0,449.0,19.0,20190227-M-Sao_Paulo-R16-Thiago_Seyboth_Wild-Marco_Trungelliti,7,4,18,16,62,17,32,27,18,4,7,6,8,11,70,27,0.0,
286,1314,43132.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,300.0,106233.0,7.0,,Dominic Thiem,R,185.0,AUT,25.4,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.5,3-6 6-3 7-5,3.0,F,122.0,1.0,3.0,97.0,67.0,47.0,18.0,15.0,9.0,11.0,3.0,2.0,84.0,59.0,42.0,12.0,15.0,1.0,4.0,8.0,3800.0,4.0,4600.0,20190317-M-Indian_Wells_Masters-F-Roger_Federer-Dominic_Thiem,13,7,15,21,97,32,67,47,18,1,16,6,14,16,84,30,0.0,
287,1315,43166.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,266.0,105077.0,,,Albert Ramos,L,188.0,ESP,31.1,106065.0,15.0,,Marco Cecchinato,R,185.0,ITA,26.4,6-4 6-2,3.0,R64,74.0,1.0,2.0,59.0,39.0,30.0,11.0,9.0,6.0,6.0,3.0,3.0,46.0,28.0,19.0,9.0,9.0,0.0,3.0,91.0,625.0,16.0,2091.0,20190309-M-Indian_Wells_Masters-R64-Marco_Cecchinato-Albert_Ramos,12,7,13,11,59,18,39,30,11,1,8,4,5,1,46,18,0.0,
288,1316,43133.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,299.0,106233.0,7.0,,Dominic Thiem,R,185.0,AUT,25.4,105683.0,13.0,,Milos Raonic,R,196.0,CAN,28.1,7-6(3) 6-7(3) 6-4,3.0,SF,151.0,5.0,2.0,104.0,79.0,65.0,15.0,17.0,1.0,1.0,17.0,5.0,110.0,71.0,57.0,22.0,17.0,2.0,3.0,8.0,3800.0,14.0,2275.0,20190316-M-Indian_Wells_Masters-SF-Milos_Raonic-Dominic_Thiem,27,12,30,10,104,24,80,65,15,5,10,9,5,4,110,31,0.0,
289,1318,40505.0,2018-M007,Miami Masters,Hard,128.0,M,20180319.0,269.0,106423.0,,Q,Thanasi Kokkinakis,R,196.0,AUS,21.9,103819.0,1.0,,Roger Federer,R,185.0,SUI,36.6,3-6 6-3 7-6(4),3.0,R64,141.0,7.0,7.0,110.0,57.0,44.0,29.0,15.0,4.0,5.0,9.0,3.0,84.0,55.0,45.0,16.0,15.0,2.0,3.0,175.0,319.0,1.0,9660.0,20180325-M-Miami_Masters-R64-Roger_Federer-Thanasi_Kokkinakis,19,8,20,14,110,37,57,44,29,7,11,4,15,10,84,23,0.0,
290,1319,43214.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,199.0,105583.0,,,Dusan Lajovic,R,180.0,SRB,28.6,106121.0,,,Taro Daniel,R,191.0,JPN,26.0,7-6(6) 6-4,3.0,R128,118.0,4.0,1.0,79.0,56.0,33.0,14.0,11.0,3.0,6.0,2.0,2.0,84.0,59.0,37.0,11.0,11.0,6.0,10.0,45.0,1010.0,71.0,761.0,20190308-M-Indian_Wells_Masters-R128-Taro_Daniel-Dusan_Lajovic,10,5,13,17,79,32,56,33,14,4,17,9,15,18,84,36,0.0,
291,1321,43154.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,278.0,200175.0,,LL,Miomir Kecmanovic,R,183.0,SRB,19.5,111513.0,30.0,,Laslo Djere,R,188.0,SRB,23.7,6-2 7-6(3),3.0,R32,99.0,0.0,1.0,76.0,50.0,33.0,15.0,10.0,5.0,7.0,7.0,7.0,62.0,34.0,25.0,10.0,10.0,4.0,8.0,130.0,450.0,32.0,1211.0,20190311-M-Indian_Wells_Masters-R32-Laslo_Djere-Miomir_Kecmanovic,14,7,12,18,76,28,50,33,15,0,5,4,10,8,62,27,0.0,
292,1324,43301.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,215.0,104898.0,,,Robin Haase,R,190.0,NED,31.9,105041.0,,Q,Lukas Lacko,R,185.0,SVK,31.3,6-2 6-4,3.0,R128,68.0,8.0,4.0,64.0,41.0,31.0,11.0,9.0,7.0,7.0,4.0,2.0,49.0,29.0,22.0,7.0,9.0,3.0,6.0,65.0,805.0,130.0,436.0,20190321-M-Miami_Masters-R128-Lukas_Lacko-Robin_Haase,10,4,18,10,64,22,41,31,11,7,8,2,11,5,49,20,0.0,
293,1328,43289.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,238.0,103970.0,,WC,David Ferrer,R,175.0,ESP,36.9,100644.0,2.0,,Alexander Zverev,R,198.0,GER,21.9,2-6 7-5 6-3,3.0,R64,142.0,0.0,2.0,84.0,53.0,30.0,19.0,14.0,3.0,7.0,9.0,12.0,100.0,55.0,38.0,18.0,15.0,9.0,14.0,155.0,355.0,3.0,6630.0,20190323-M-Miami_Masters-R64-Alexander_Zverev-David_Ferrer,12,7,17,20,84,35,53,30,19,0,12,5,17,16,100,44,0.0,
294,1332,43285.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,242.0,126094.0,,Q,Andrey Rublev,R,188.0,RUS,21.4,105227.0,9.0,,Marin Cilic,R,198.0,CRO,30.4,6-4 6-4,3.0,R64,104.0,5.0,4.0,61.0,32.0,23.0,15.0,10.0,0.0,2.0,9.0,4.0,83.0,53.0,35.0,11.0,10.0,18.0,22.0,99.0,603.0,11.0,3095.0,20190323-M-Miami_Masters-R64-Marin_Cilic-Andrey_Rublev,10,2,12,17,61,23,32,23,15,6,14,6,7,11,83,37,0.0,
295,1337,43239.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,288.0,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.6,106421.0,13.0,,Daniil Medvedev,R,198.0,RUS,23.0,6-4 6-2,3.0,R16,61.0,5.0,0.0,48.0,33.0,28.0,9.0,9.0,3.0,3.0,2.0,1.0,51.0,30.0,19.0,12.0,9.0,0.0,3.0,5.0,4600.0,15.0,2230.0,20190327-M-Miami_Masters-R16-Daniil_Medvedev-Roger_Federer,5,5,7,10,48,11,33,28,9,5,10,7,5,3,51,20,0.0,
296,1343,43227.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,300.0,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.6,104545.0,7.0,,John Isner,R,206.0,USA,33.8,6-1 6-4,3.0,F,63.0,6.0,1.0,35.0,20.0,20.0,12.0,8.0,0.0,0.0,9.0,2.0,53.0,39.0,23.0,7.0,9.0,6.0,10.0,5.0,4600.0,9.0,3485.0,20190331-M-Miami_Masters-F-John_Isner-Roger_Federer,2,2,8,12,35,3,20,20,12,6,5,6,3,3,53,23,0.0,
297,1346,43232.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,295.0,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.6,104731.0,6.0,,Kevin Anderson,R,203.0,RSA,32.8,6-0 6-4,3.0,QF,85.0,3.0,2.0,42.0,25.0,20.0,9.0,8.0,0.0,1.0,4.0,4.0,75.0,42.0,25.0,11.0,8.0,8.0,13.0,5.0,4600.0,7.0,4115.0,20190328-M-Miami_Masters-QF-Kevin_Anderson-Roger_Federer,10,2,14,15,42,13,25,20,9,3,4,5,5,6,75,39,0.0,
298,1354,43031.0,2019-6932,Rio de Janeiro,Clay,32.0,A,20190218.0,281.0,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.5,106065.0,3.0,,Marco Cecchinato,R,185.0,ITA,26.3,7-5 7-6(1),3.0,R32,111.0,5.0,4.0,85.0,39.0,28.0,28.0,12.0,3.0,5.0,4.0,5.0,67.0,45.0,31.0,10.0,12.0,1.0,4.0,83.0,675.0,17.0,2091.0,20190219-M-Rio_de_Janeiro-R32-Marco_Cecchinato-Aljaz_Bedene,15,2,19,17,85,29,39,28,28,5,7,2,12,8,67,26,0.0,
299,1360,42878.0,2019-0506,Buenos Aires,Clay,32.0,A,20190211.0,291.0,106043.0,4.0,,Diego Schwartzman,R,170.0,ARG,26.4,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.5,6-4 2-6 6-2,3.0,R16,119.0,0.0,2.0,68.0,52.0,34.0,7.0,13.0,2.0,7.0,5.0,2.0,93.0,49.0,31.0,17.0,13.0,8.0,14.0,19.0,1835.0,57.0,805.0,20190212-M-Buenos_Aires-R16-Aljaz_Bedene-Diego_Schwartzman,7,5,16,24,68,27,52,34,7,0,8,10,21,9,93,45,0.0,
300,1363,43314.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,188.0,111456.0,,LL,Mackenzie Mcdonald,R,178.0,USA,23.9,200005.0,,,Ugo Humbert,L,188.0,FRA,20.7,6-4 6-7(4) 7-6(4),3.0,R128,162.0,1.0,6.0,138.0,84.0,58.0,30.0,17.0,13.0,15.0,7.0,3.0,98.0,57.0,46.0,21.0,17.0,3.0,6.0,60.0,848.0,63.0,819.0,20190321-M-Miami_Masters-R128-Ugo_Humbert-Mackenzie_Mcdonald,17,9,23,14,138,50,84,58,30,1,15,8,25,15,98,31,0.0,
301,1368,43420.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,257.0,105916.0,,,Marton Fucsovics,R,188.0,HUN,27.1,105932.0,12.0,,Nikoloz Basilashvili,R,185.0,GEO,27.1,7-5 3-6 6-1,3.0,R64,123.0,6.0,6.0,94.0,53.0,39.0,24.0,14.0,4.0,5.0,2.0,9.0,113.0,64.0,43.0,23.0,14.0,17.0,20.0,37.0,1180.0,17.0,1930.0,20190415-M-Monte_Carlo_Masters-R64-Nikoloz_Basilashvili-Marton_Fucsovics,21,8,32,17,94,31,53,39,24,6,9,5,8,15,113,47,0.0,
302,1369,43429.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,244.0,105550.0,,,Guido Pella,L,185.0,ARG,28.9,111513.0,,,Laslo Djere,R,188.0,SRB,23.8,6-7(2) 6-2 6-4,3.0,R64,145.0,2.0,4.0,94.0,64.0,46.0,18.0,15.0,3.0,4.0,3.0,1.0,100.0,62.0,46.0,16.0,15.0,5.0,9.0,35.0,1205.0,32.0,1246.0,20190414-M-Monte_Carlo_Masters-R64-Laslo_Djere-Guido_Pella,11,8,30,13,94,30,64,46,18,2,12,5,14,19,100,38,0.0,
303,1373,43426.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,249.0,104926.0,13.0,,Fabio Fognini,R,178.0,ITA,31.8,126094.0,,Q,Andrey Rublev,R,188.0,RUS,21.4,4-6 7-5 6-4,3.0,R64,150.0,4.0,8.0,121.0,55.0,37.0,32.0,16.0,13.0,17.0,6.0,6.0,90.0,42.0,30.0,24.0,16.0,3.0,8.0,18.0,1885.0,90.0,654.0,20190415-M-Monte_Carlo_Masters-R64-Andrey_Rublev-Fabio_Fognini,10,3,16,15,121,52,54,37,32,4,19,11,29,26,90,36,0.0,
304,1374,43384.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,296.0,105583.0,,,Dusan Lajovic,R,180.0,SRB,28.7,132283.0,,Q,Lorenzo Sonego,R,191.0,ITA,23.9,6-4 7-5,3.0,QF,107.0,1.0,2.0,67.0,42.0,33.0,13.0,11.0,3.0,4.0,3.0,1.0,66.0,37.0,25.0,14.0,11.0,1.0,4.0,48.0,950.0,96.0,622.0,20190419-M-Monte_Carlo_Masters-QF-Lorenzo_Sonego-Dusan_Lajovic,11,4,14,13,67,21,43,33,13,1,19,3,16,11,66,27,0.0,
305,1375,43385.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,295.0,104926.0,13.0,,Fabio Fognini,R,178.0,ITA,31.8,106432.0,9.0,,Borna Coric,R,188.0,CRO,22.4,1-6 6-3 6-2,3.0,QF,119.0,0.0,4.0,83.0,55.0,37.0,12.0,12.0,5.0,8.0,1.0,2.0,73.0,43.0,29.0,13.0,12.0,2.0,6.0,18.0,1885.0,13.0,2345.0,20190419-M-Monte_Carlo_Masters-QF-Borna_Coric-Fabio_Fognini,7,9,14,15,83,34,55,37,12,0,16,6,14,14,73,31,0.0,
