,index,Unnamed: 0,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace_x,w_df,w_svpt,w_1stIn_x,w_1stWon_x,w_2ndWon_x,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_id,l_winners_fh,l_winners_bh,l_unforced_fh,l_unforced_bh,l_return_pts_faced,l_return_pts_won,w_1stIn_y,w_1stWon_y,w_2ndWon_y,w_ace_y,w_winners_fh,w_winners_bh,w_unforced_fh,w_unforced_bh,w_return_pts_faced,w_return_pts_won,label,Unnamed: 0.1
306,1376,43388.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,292.0,106421.0,10.0,,Daniil Medvedev,R,198.0,RUS,23.1,126774.0,6.0,,Stefanos Tsitsipas,R,193.0,GRE,20.6,6-2 1-6 6-4,3.0,R16,105.0,2.0,3.0,66.0,25.0,20.0,21.0,12.0,1.0,4.0,2.0,2.0,78.0,54.0,37.0,9.0,13.0,4.0,8.0,14.0,2295.0,8.0,3240.0,20190418-M-Monte_Carlo_Masters-R16-Stefanos_Tsitsipas-Daniil_Medvedev,15,9,17,18,66,25,25,20,21,2,7,7,13,9,78,32,0.0,
307,1384,43475.0,2019-0425,Barcelona,Clay,64.0,A,20190422.0,251.0,106426.0,,,Cristian Garin,R,185.0,CHI,22.8,105373.0,,,Martin Klizan,L,190.0,SVK,29.7,7-5 6-4,3.0,R64,104.0,3.0,4.0,76.0,42.0,28.0,16.0,11.0,7.0,10.0,1.0,3.0,70.0,45.0,26.0,10.0,11.0,5.0,10.0,48.0,970.0,47.0,985.0,20190423-M-Barcelona-R32-Martin_Klizan-Cristian_Garin,11,0,16,14,76,32,42,28,16,2,6,14,9,17,70,34,0.0,
308,1386,43437.0,2019-0425,Barcelona,Clay,64.0,A,20190422.0,298.0,106421.0,7.0,,Daniil Medvedev,R,198.0,RUS,23.1,105453.0,4.0,,Kei Nishikori,R,178.0,JPN,29.3,6-4 3-6 7-5,3.0,SF,144.0,8.0,2.0,94.0,55.0,38.0,24.0,15.0,3.0,5.0,1.0,1.0,99.0,62.0,40.0,22.0,16.0,4.0,7.0,14.0,2505.0,7.0,3690.0,20190427-M-Barcelona-SF-Kei_Nishikori-Daniil_Medvedev,17,10,27,19,94,32,55,38,24,8,4,13,15,23,99,37,0.0,
309,1390,35303.0,2016-0321,Stuttgart,Grass,32.0,A,20160606.0,299.0,106233.0,3.0,,Dominic Thiem,R,185.0,AUT,22.7,103819.0,1.0,,Roger Federer,R,185.0,SUI,34.8,3-6 7-6(7) 6-4,3.0,SF,117.0,9.0,6.0,102.0,62.0,46.0,19.0,15.0,5.0,8.0,9.0,2.0,109.0,69.0,52.0,17.0,16.0,2.0,5.0,7.0,3105.0,3.0,6655.0,20160611-M-Stuttgart-SF-Roger_Federer-Dominic_Thiem,12,9,13,11,102,37,61,45,20,10,16,10,10,10,109,40,0.0,
310,1395,43496.0,2019-7648,Budapest,Clay,32.0,A,20190422.0,286.0,106432.0,2.0,,Borna Coric,R,188.0,CRO,22.4,104898.0,,,Robin Haase,R,190.0,NED,32.0,6-3 4-6 6-4,3.0,R16,121.0,3.0,1.0,78.0,52.0,34.0,18.0,14.0,3.0,6.0,8.0,0.0,91.0,55.0,34.0,18.0,15.0,2.0,7.0,15.0,2480.0,64.0,835.0,20190425-M-Budapest-R16-Robin_Haase-Borna_Coric,7,9,17,18,78,26,53,34,18,3,14,10,12,18,91,39,0.0,
311,1396,43483.0,2019-7648,Budapest,Clay,32.0,A,20190422.0,299.0,126610.0,,,Matteo Berrettini,R,196.0,ITA,23.0,111513.0,5.0,,Laslo Djere,R,188.0,SRB,23.8,6-4 6-2,3.0,SF,79.0,4.0,2.0,49.0,30.0,26.0,12.0,9.0,1.0,1.0,3.0,3.0,52.0,32.0,24.0,7.0,9.0,2.0,5.0,55.0,927.0,33.0,1246.0,20190427-M-Budapest-SF-Laslo_Djere-Matteo_Berrettini,9,4,11,7,49,11,30,26,12,4,15,4,7,4,52,21,0.0,
312,1397,43486.0,2019-7648,Budapest,Clay,32.0,A,20190422.0,296.0,111513.0,5.0,,Laslo Djere,R,188.0,SRB,23.8,105932.0,4.0,,Nikoloz Basilashvili,R,185.0,GEO,27.1,3-6 6-2 6-3,3.0,QF,105.0,10.0,0.0,80.0,49.0,30.0,20.0,13.0,8.0,10.0,3.0,5.0,76.0,49.0,35.0,10.0,13.0,2.0,6.0,33.0,1246.0,18.0,1930.0,20190426-M-Budapest-QF-Nikoloz_Basilashvili-Laslo_Djere,14,6,19,16,80,30,49,30,20,10,5,2,18,12,76,31,0.0,
313,1401,43617.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,239.0,200000.0,,WC,Felix Auger Aliassime,R,193.0,CAN,18.7,133430.0,,,Denis Shapovalov,L,185.0,CAN,20.0,6-2 7-6(7),3.0,R64,109.0,3.0,2.0,85.0,59.0,37.0,17.0,10.0,2.0,3.0,1.0,4.0,72.0,39.0,23.0,18.0,10.0,6.0,9.0,30.0,1319.0,20.0,1820.0,20190505-M-Madrid_Masters-R64-Denis_Shapovalov-Felix_Auger_Aliassime,14,7,23,12,85,31,59,37,17,3,10,2,16,6,72,31,0.0,
314,1405,43599.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,263.0,111513.0,,,Laslo Djere,R,188.0,SRB,23.9,105583.0,,,Dusan Lajovic,R,180.0,SRB,28.8,6-4 6-4,3.0,R64,85.0,4.0,3.0,56.0,32.0,25.0,12.0,10.0,1.0,2.0,2.0,3.0,73.0,47.0,31.0,12.0,10.0,9.0,12.0,32.0,1246.0,24.0,1511.0,20190506-M-Madrid_Masters-R64-Dusan_Lajovic-Laslo_Djere,10,5,10,13,56,19,32,25,12,4,8,3,7,8,73,30,0.0,
315,1406,43603.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,257.0,104926.0,10.0,,Fabio Fognini,R,178.0,ITA,31.9,106378.0,,,Kyle Edmund,R,188.0,GBR,24.3,6-4 6-3,3.0,R64,90.0,1.0,3.0,65.0,44.0,30.0,11.0,9.0,7.0,8.0,0.0,1.0,72.0,43.0,26.0,11.0,10.0,12.0,16.0,12.0,2840.0,22.0,1575.0,20190507-M-Madrid_Masters-R64-Kyle_Edmund-Fabio_Fognini,11,2,14,9,65,24,44,30,11,1,15,8,9,9,72,35,0.0,
316,1407,43490.0,2019-7648,Budapest,Clay,32.0,A,20190422.0,292.0,126610.0,,,Matteo Berrettini,R,196.0,ITA,23.0,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.7,7-6(8) 6-2,3.0,R16,102.0,13.0,1.0,57.0,30.0,30.0,16.0,10.0,0.0,0.0,3.0,4.0,71.0,34.0,25.0,20.0,10.0,6.0,8.0,55.0,927.0,74.0,755.0,20190423-M-Budapest-R16-Aljaz_Bedene-Matteo_Berrettini,11,0,11,6,57,11,31,30,16,13,16,2,13,7,71,26,0.0,
317,1410,43589.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,274.0,100644.0,3.0,,Alexander Zverev,R,198.0,GER,22.0,103970.0,,WC,David Ferrer,R,175.0,ESP,37.0,6-4 6-1,3.0,R32,70.0,4.0,5.0,49.0,30.0,23.0,10.0,8.0,2.0,3.0,0.0,2.0,45.0,27.0,14.0,8.0,9.0,0.0,5.0,4.0,5565.0,144.0,400.0,20190508-M-Madrid_Masters-R32-David_Ferrer-Alexander_Zverev,2,3,6,9,49,16,30,23,10,4,7,3,9,9,45,23,0.0,
318,1418,38262.0,2017-520,Roland Garros,Clay,128.0,G,20170529.0,223.0,106233.0,6.0,,Dominic Thiem,R,185.0,AUT,23.7,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,30.0,7-6(5) 6-3 6-0,5.0,QF,135.0,2.0,3.0,82.0,50.0,37.0,17.0,14.0,4.0,6.0,2.0,3.0,104.0,67.0,38.0,15.0,13.0,9.0,15.0,7.0,4145.0,2.0,7445.0,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,7,5,16,28,82,28,50,37,17,2,24,11,16,18,104,51,0.0,
319,1424,43572.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,291.0,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.7,104792.0,15.0,,Gael Monfils,R,193.0,FRA,32.6,6-0 4-6 7-6(3),3.0,R16,120.0,4.0,2.0,84.0,49.0,37.0,21.0,14.0,5.0,8.0,7.0,7.0,105.0,60.0,41.0,18.0,14.0,8.0,13.0,3.0,5590.0,18.0,1920.0,20190506-M-Madrid_Masters-R16-Gael_Monfils-Roger_Federer,10,7,21,15,84,26,50,37,21,3,19,8,16,6,105,46,0.0,
320,1430,43734.0,2019-520,Roland Garros,Clay,128.0,G,20190527.0,1108.0,106432.0,13.0,,Borna Coric,R,188.0,CRO,22.5,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.8,6-1 6-7(7) 6-4 6-4,5.0,R128,171.0,3.0,5.0,117.0,72.0,58.0,27.0,20.0,3.0,3.0,8.0,5.0,115.0,58.0,43.0,33.0,19.0,2.0,7.0,15.0,2525.0,95.0,595.0,20190527-M-Roland_Garros-R128-Aljaz_Bedene-Borna_Coric,12,3,19,19,117,32,71,57,28,3,18,10,20,19,115,39,0.0,
321,1432,42795.0,2019-9158,Cordoba,Clay,32.0,A,20190204.0,293.0,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.5,104926.0,1.0,,Fabio Fognini,R,178.0,ITA,31.7,6-1 6-4,3.0,R16,69.0,7.0,3.0,48.0,31.0,23.0,6.0,8.0,1.0,3.0,0.0,4.0,56.0,32.0,15.0,9.0,9.0,2.0,8.0,65.0,760.0,15.0,2225.0,20190206-M-Cordoba-R16-Fabio_Fognini-Aljaz_Bedene,8,2,14,8,48,19,31,23,6,7,8,2,10,9,56,32,0.0,
322,1473,43965.0,2019-0311,Queen's Club,Grass,32.0,A,20190617.0,274.0,106421.0,4.0,,Daniil Medvedev,R,198.0,RUS,23.3,104269.0,,,Fernando Verdasco,L,188.0,ESP,35.5,6-2 6-4,3.0,R32,70.0,6.0,1.0,55.0,37.0,29.0,11.0,9.0,3.0,3.0,7.0,6.0,59.0,29.0,22.0,11.0,9.0,4.0,7.0,13.0,2625.0,37.0,1210.0,20190617-M-Queens_Club-R32-Fernando_Verdasco-Daniil_Medvedev,16,0,19,5,55,15,37,29,11,7,5,6,4,4,59,26,0.0,
323,1479,44098.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,174.0,124187.0,,,Reilly Opelka,R,211.0,USA,21.8,104527.0,22.0,,Stan Wawrinka,R,183.0,SUI,34.2,7-5 3-6 4-6 6-4 8-6,5.0,R64,193.0,23.0,2.0,163.0,116.0,83.0,31.0,27.0,10.0,12.0,17.0,5.0,144.0,87.0,71.0,36.0,28.0,7.0,10.0,63.0,855.0,19.0,1715.0,20190703-M-Wimbledon-R64-Stan_Wawrinka-Reilly_Opelka,14,10,22,16,163,49,116,83,31,23,22,11,21,28,144,37,0.0,
324,1481,7145.0,2007-337,Vienna,Hard,32.0,A,20071007.0,31.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,20.3,104527.0,,,Stan Wawrinka,R,183.0,SUI,22.5,6-4 6-0,3.0,F,76.0,1.0,0.0,46.0,33.0,26.0,9.0,8.0,1.0,1.0,2.0,2.0,55.0,36.0,24.0,4.0,8.0,4.0,8.0,3.0,4145.0,41.0,745.0,20071014-M-Vienna-F-Stan_Wawrinka-Novak_Djokovic,6,4,11,10,46,11,32,25,10,1,10,8,10,6,55,27,0.0,
325,1490,44145.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,221.0,105138.0,23.0,,Roberto Bautista Agut,R,183.0,ESP,31.2,105550.0,26.0,,Guido Pella,L,185.0,ARG,29.1,7-5 6-4 3-6 6-3,5.0,QF,187.0,4.0,1.0,134.0,89.0,63.0,26.0,20.0,11.0,13.0,14.0,5.0,139.0,90.0,62.0,22.0,20.0,12.0,16.0,22.0,1600.0,26.0,1430.0,20190710-M-Wimbledon-QF-Guido_Pella-Roberto_Bautista_Agut,20,11,28,27,134,45,89,63,26,4,32,3,31,10,139,55,0.0,
326,1493,44150.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,226.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,32.1,103819.0,2.0,,Roger Federer,R,185.0,SUI,37.8,7-6(5) 1-6 7-6(4) 4-6 13-12,5.0,F,297.0,10.0,9.0,219.0,136.0,101.0,39.0,34.0,6.0,13.0,25.0,6.0,203.0,127.0,100.0,39.0,34.0,5.0,8.0,1.0,12415.0,3.0,6620.0,20190714-M-Wimbledon-F-Roger_Federer-Novak_Djokovic,40,23,40,30,219,79,136,101,39,10,22,17,27,30,203,64,0.0,
327,1501,44162.0,2019-0316,Bastad,Clay,32.0,A,20190715.0,289.0,106228.0,6.0,,Juan Ignacio Londero,R,180.0,ARG,25.9,106198.0,,,Hugo Dellien,R,180.0,BOL,26.0,4-6 7-5 6-3,3.0,R16,142.0,8.0,5.0,100.0,58.0,44.0,24.0,15.0,8.0,9.0,3.0,1.0,113.0,76.0,52.0,17.0,16.0,16.0,19.0,71.0,800.0,94.0,610.0,20190717-M-Bastad-R16-Hugo_Dellien-Juan_Ignacio_Londero,20,11,10,11,100,32,58,44,24,8,40,9,19,8,113,44,0.0,
328,1502,44176.0,2019-0316,Bastad,Clay,32.0,A,20190715.0,272.0,106148.0,,,Roberto Carballes Baena,R,183.0,ESP,26.3,144719.0,,,Jaume Munar,R,183.0,ESP,22.1,6-4 3-6 6-3,3.0,R32,140.0,2.0,2.0,82.0,52.0,32.0,19.0,14.0,2.0,6.0,3.0,2.0,89.0,55.0,33.0,19.0,14.0,5.0,10.0,77.0,737.0,90.0,620.0,20190715-M-Bastad-R32-Jaume_Munar-Roberto_Carballes_Baena,19,9,22,7,82,31,52,32,19,2,15,13,11,9,89,37,0.0,
329,1506,44180.0,2019-0315,Newport,Grass,32.0,A,20190715.0,298.0,122330.0,7.0,,Alexander Bublik,R,196.0,KAZ,22.0,104719.0,,,Marcel Granollers,R,190.0,ESP,33.2,7-6(5) 3-6 6-4,3.0,SF,129.0,10.0,14.0,100.0,49.0,36.0,25.0,16.0,0.0,4.0,3.0,6.0,85.0,49.0,39.0,18.0,15.0,3.0,6.0,83.0,675.0,98.0,576.0,20190720-M-Newport-SF-Marcel_Granollers-Alexander_Bublik,14,18,8,6,100,39,50,36,25,10,22,6,14,3,85,28,0.0,
330,1507,44209.0,2019-0439,Umag,Clay,32.0,A,20190715.0,296.0,111513.0,3.0,,Laslo Djere,R,188.0,SRB,24.1,104919.0,8.0,,Leonardo Mayer,R,188.0,ARG,32.1,6-4 6-7(6) 6-3,3.0,QF,159.0,6.0,6.0,114.0,71.0,56.0,23.0,16.0,7.0,7.0,6.0,6.0,104.0,61.0,45.0,24.0,15.0,6.0,8.0,32.0,1290.0,60.0,910.0,20190719-M-Umag-QF-Leonardo_Mayer-Laslo_Djere,17,4,20,7,114,35,71,56,23,7,16,11,18,12,104,35,0.0,
331,1520,44055.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,131.0,106210.0,,Q,Jiri Vesely,L,198.0,CZE,25.9,100644.0,6.0,,Alexander Zverev,R,198.0,GER,22.1,4-6 6-3 6-2 7-5,5.0,R128,151.0,7.0,7.0,118.0,79.0,63.0,20.0,19.0,6.0,7.0,24.0,4.0,113.0,77.0,57.0,14.0,20.0,3.0,8.0,124.0,448.0,5.0,4405.0,20190701-M-Wimbledon-R128-Alexander_Zverev-Jiri_Vesely,15,8,9,13,118,35,82,65,18,8,15,21,15,4,113,42,0.0,
332,1528,43439.0,2019-0425,Barcelona,Clay,64.0,A,20190422.0,296.0,106233.0,3.0,,Dominic Thiem,R,185.0,AUT,25.6,105550.0,,,Guido Pella,L,185.0,ARG,28.9,7-5 6-2,3.0,QF,100.0,5.0,0.0,71.0,48.0,32.0,14.0,10.0,3.0,4.0,3.0,3.0,64.0,45.0,26.0,9.0,10.0,5.0,9.0,5.0,4675.0,28.0,1375.0,20190426-M-Barcelona-QF-Guido_Pella-Dominic_Thiem,7,4,9,15,71,25,49,33,13,5,15,6,15,12,64,29,0.0,
333,1532,44039.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,115.0,105341.0,,,Thomas Fabbiano,R,173.0,ITA,30.0,126774.0,7.0,,Stefanos Tsitsipas,R,193.0,GRE,20.8,6-4 3-6 6-4 6-7(8) 6-3,5.0,R128,203.0,1.0,4.0,152.0,104.0,83.0,25.0,24.0,8.0,10.0,11.0,7.0,164.0,95.0,71.0,39.0,27.0,6.0,11.0,89.0,639.0,6.0,4215.0,20190701-M-Wimbledon-R128-Stefanos_Tsitsipas-Thomas_Fabbiano,33,7,30,17,152,44,103,82,26,1,28,10,26,18,164,54,0.0,
334,1537,44413.0,2019-M035,Washington,Hard,64.0,A,20190729.0,247.0,106216.0,,WC,Bjorn Fratangelo,R,183.0,USA,26.0,103333.0,,,Ivo Karlovic,R,208.0,CRO,40.4,6-4 6-7(14) 7-6(5),3.0,R64,152.0,11.0,5.0,118.0,60.0,53.0,36.0,17.0,4.0,4.0,31.0,8.0,113.0,69.0,61.0,25.0,17.0,2.0,3.0,124.0,452.0,80.0,659.0,20190729-M-Washington-R64-Ivo_Karlovic-Bjorn_Fratangelo,18,7,17,16,118,29,61,54,35,11,19,9,4,7,113,27,0.0,
335,1550,43993.0,2019-7650,Antalya,Grass,32.0,A,20190624.0,275.0,105906.0,,Q,Kevin Krawietz,R,190.0,GER,27.4,117356.0,,WC,Cem Ilkel,R,185.0,TUR,23.8,6-4 6-4,3.0,R32,58.0,4.0,2.0,53.0,34.0,32.0,9.0,10.0,0.0,0.0,4.0,1.0,48.0,34.0,27.0,7.0,10.0,1.0,3.0,277.0,142.0,271.0,155.0,20190625-M-Antalya-R32-Cem_Ilkel-Kevin_Krawietz,12,3,4,1,53,12,34,32,9,4,13,9,6,2,48,14,0.0,
336,1553,44141.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,217.0,104745.0,3.0,,Rafael Nadal,L,185.0,ESP,33.0,105311.0,,,Joao Sousa,R,185.0,POR,30.2,6-2 6-2 6-2,5.0,R16,105.0,5.0,3.0,61.0,35.0,30.0,18.0,12.0,0.0,0.0,4.0,0.0,76.0,52.0,29.0,11.0,12.0,2.0,8.0,2.0,7945.0,69.0,770.0,20190708-M-Wimbledon-R16-Joao_Sousa-Rafael_Nadal,6,5,16,9,60,13,35,30,17,5,11,13,7,3,76,36,0.0,
337,1555,44423.0,2019-0421,Canada Masters,Hard,64.0,M,20190805.0,295.0,111575.0,6.0,,Karen Khachanov,R,198.0,RUS,23.2,100644.0,3.0,,Alexander Zverev,R,198.0,GER,22.2,6-3 6-3,3.0,QF,74.0,5.0,0.0,51.0,33.0,27.0,11.0,9.0,2.0,2.0,3.0,8.0,53.0,34.0,24.0,6.0,9.0,5.0,8.0,8.0,2890.0,7.0,4005.0,20190809-M-Canada_Masters-QF-Alexander_Zverev-Karen_Khachanov,7,1,5,17,51,13,33,27,11,4,12,1,9,4,53,23,0.0,
338,1556,44424.0,2019-0421,Canada Masters,Hard,64.0,M,20190805.0,294.0,106421.0,8.0,,Daniil Medvedev,R,198.0,RUS,23.4,106233.0,2.0,,Dominic Thiem,R,185.0,AUT,25.9,6-3 6-1,3.0,QF,56.0,6.0,2.0,39.0,23.0,22.0,10.0,8.0,0.0,0.0,1.0,2.0,44.0,29.0,17.0,5.0,8.0,5.0,9.0,9.0,2745.0,4.0,4755.0,20190809-M-Canada_Masters-QF-Dominic_Thiem-Daniil_Medvedev,8,2,9,9,39,7,23,22,10,6,9,3,0,7,44,22,0.0,
339,1562,44132.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,208.0,105453.0,8.0,,Kei Nishikori,R,178.0,JPN,29.5,105449.0,,,Steve Johnson,R,188.0,USA,29.5,6-4 6-3 6-2,5.0,R32,110.0,2.0,2.0,63.0,47.0,40.0,9.0,13.0,0.0,1.0,6.0,5.0,113.0,70.0,47.0,12.0,14.0,8.0,14.0,7.0,4040.0,71.0,750.0,20190706-M-Wimbledon-R32-Steve_Johnson-Kei_Nishikori,11,2,19,17,63,14,47,40,9,2,13,8,9,10,113,54,0.0,
340,1563,44429.0,2019-0421,Canada Masters,Hard,64.0,M,20190805.0,289.0,111575.0,6.0,,Karen Khachanov,R,198.0,RUS,23.2,200000.0,,,Felix Auger Aliassime,R,193.0,CAN,18.9,6-7(7) 7-5 6-3,3.0,R16,170.0,11.0,3.0,106.0,63.0,45.0,21.0,17.0,7.0,12.0,11.0,12.0,108.0,57.0,40.0,23.0,16.0,5.0,12.0,8.0,2890.0,21.0,1740.0,20190808-M-Canada_Masters-R16-Felix_Auger_Aliassime-Karen_Khachanov,11,4,22,26,106,40,62,44,22,10,8,7,21,16,108,45,0.0,
341,1564,44521.0,2019-M024,Cincinnati Masters,Hard,64.0,M,20190812.0,247.0,104755.0,,PR,Richard Gasquet,R,185.0,FRA,33.1,104918.0,,WC,Andy Murray,R,190.0,GBR,32.2,6-4 6-4,3.0,R64,96.0,4.0,6.0,68.0,41.0,33.0,13.0,10.0,4.0,5.0,4.0,3.0,56.0,30.0,23.0,11.0,10.0,4.0,7.0,56.0,930.0,324.0,120.0,20190812-M-Cincinnati_Masters-R64-Andy_Murray-Richard_Gasquet,10,5,11,12,68,22,41,33,13,4,12,7,12,6,54,20,0.0,
342,1566,44522.0,2019-M024,Cincinnati Masters,Hard,64.0,M,20190812.0,244.0,106415.0,,Q,Yoshihito Nishioka,L,170.0,JPN,23.8,111442.0,,,Jordan Thompson,R,183.0,AUS,25.3,7-5 5-7 6-4,3.0,R64,143.0,1.0,0.0,101.0,65.0,44.0,21.0,17.0,8.0,12.0,9.0,1.0,94.0,57.0,42.0,17.0,17.0,1.0,6.0,77.0,757.0,49.0,1011.0,20190812-M-Cincinnati_Masters-R64-Jordan_Thompson-Yoshihito_Nishioka,24,6,26,23,101,36,65,44,21,1,12,12,18,9,94,35,0.0,
343,1574,44486.0,2019-M024,Cincinnati Masters,Hard,64.0,M,20190812.0,287.0,106415.0,,Q,Yoshihito Nishioka,L,170.0,JPN,23.8,200282.0,,,Alex De Minaur,R,183.0,AUS,20.4,7-5 6-4,3.0,R16,82.0,3.0,1.0,65.0,39.0,29.0,18.0,11.0,0.0,0.0,1.0,0.0,55.0,32.0,28.0,12.0,11.0,3.0,5.0,77.0,757.0,38.0,1225.0,20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,13,6,23,6,65,18,39,29,18,3,6,8,6,8,55,15,0.0,
344,1576,44474.0,2019-M024,Cincinnati Masters,Hard,64.0,M,20190812.0,299.0,106421.0,9.0,,Daniil Medvedev,R,198.0,RUS,23.4,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,32.2,3-6 6-3 6-3,3.0,SF,102.0,16.0,4.0,81.0,55.0,43.0,11.0,13.0,1.0,2.0,6.0,1.0,69.0,50.0,36.0,12.0,14.0,0.0,3.0,8.0,3230.0,1.0,12325.0,20190817-M-Cincinnati_Masters-SF-Novak_Djokovic-Daniil_Medvedev,11,8,7,8,81,27,55,43,11,15,14,7,10,10,69,21,0.0,
345,1579,44412.0,2019-M035,Washington,Hard,64.0,A,20190729.0,248.0,122330.0,,,Alexander Bublik,R,196.0,KAZ,22.1,105614.0,,,Bradley Klahn,L,190.0,USA,28.9,7-6(5) 6-3,3.0,R64,87.0,7.0,7.0,75.0,37.0,30.0,20.0,11.0,5.0,6.0,4.0,5.0,66.0,33.0,20.0,20.0,10.0,2.0,4.0,72.0,819.0,93.0,601.0,20190730-M-Washington-R64-Bradley_Klahn-Alexander_Bublik,11,2,16,6,75,25,36,29,21,8,13,9,9,14,66,26,0.0,
346,1580,44038.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,114.0,103333.0,,,Ivo Karlovic,R,208.0,CRO,40.3,105063.0,,Q,Andrea Arnaboldi,L,180.0,ITA,31.5,6-4 6-4 7-6(4),5.0,R128,101.0,21.0,3.0,83.0,60.0,55.0,14.0,17.0,0.0,0.0,8.0,4.0,89.0,48.0,38.0,25.0,16.0,2.0,4.0,80.0,679.0,219.0,226.0,20190701-M-Wimbledon-R128-Andrea_Arnaboldi-Ivo_Karlovic,10,11,5,4,83,14,58,54,15,25,13,3,10,13,89,26,0.0,
347,1585,42171.0,2018-6967,Shenzhen,Hard,32.0,A,20180924.0,299.0,106415.0,,Q,Yoshihito Nishioka,L,170.0,JPN,22.9,104269.0,5.0,,Fernando Verdasco,L,188.0,ESP,34.8,1-6 6-3 7-6(5),3.0,SF,139.0,1.0,2.0,83.0,67.0,45.0,9.0,14.0,2.0,6.0,14.0,6.0,101.0,58.0,44.0,17.0,14.0,8.0,11.0,171.0,333.0,28.0,1375.0,20180929-M-Shenzhen-SF-Fernando_Verdasco-Yoshihito_Nishioka,19,9,24,24,83,29,67,45,9,1,13,6,8,4,101,40,0.0,
348,1586,43888.0,2019-0321,Stuttgart,Grass,32.0,A,20190610.0,293.0,104460.0,,Q,Dustin Brown,R,196.0,GER,34.5,100644.0,1.0,,Alexander Zverev,R,198.0,GER,22.1,6-4 6-7(3) 6-3,3.0,R16,120.0,11.0,7.0,114.0,69.0,49.0,27.0,16.0,13.0,14.0,21.0,14.0,104.0,72.0,59.0,9.0,15.0,7.0,10.0,170.0,313.0,5.0,4360.0,20190613-M-Stuttgart-R16-Alexander_Zverev-Dustin_Brown,10,8,3,9,114,38,69,49,27,12,22,7,8,13,104,36,0.0,
349,1587,44125.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,201.0,105683.0,15.0,,Milos Raonic,R,196.0,CAN,28.5,124187.0,,,Reilly Opelka,R,211.0,USA,21.8,7-6(1) 6-2 6-1,5.0,R32,102.0,13.0,2.0,73.0,55.0,51.0,11.0,14.0,3.0,3.0,13.0,5.0,88.0,60.0,35.0,14.0,14.0,6.0,10.0,17.0,1945.0,63.0,855.0,20190705-M-Wimbledon-R32-Reilly_Opelka-Milos_Raonic,8,5,17,16,73,11,55,51,11,13,11,4,5,5,88,39,0.0,
350,1588,44563.0,2019-6242,Winston-Salem,Hard,64.0,A,20190819.0,260.0,104898.0,,,Robin Haase,R,190.0,NED,32.3,106045.0,,,Denis Kudla,R,180.0,USA,27.0,6-4 7-6(3),3.0,R64,91.0,17.0,5.0,72.0,38.0,32.0,19.0,11.0,1.0,2.0,13.0,1.0,71.0,39.0,30.0,16.0,11.0,2.0,4.0,154.0,356.0,111.0,491.0,20190818-M-Winston_Salem-R64-Denis_Kudla-Robin_Haase,10,9,11,14,72,21,38,32,19,18,8,4,6,6,71,25,0.0,
351,1593,44681.0,2019-560,US Open,Hard,128.0,G,20190826.0,206.0,104792.0,13.0,,Gael Monfils,R,193.0,FRA,32.9,133430.0,,,Denis Shapovalov,L,185.0,CAN,20.3,6-7(5) 7-6(4) 6-4 6-7(6) 6-3,5.0,R32,214.0,12.0,5.0,177.0,124.0,92.0,26.0,29.0,6.0,11.0,6.0,11.0,180.0,114.0,80.0,33.0,29.0,14.0,21.0,13.0,2140.0,33.0,1310.0,20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,46,17,45,20,177,59,124,92,26,12,22,10,13,19,180,67,0.0,
