,match_id,player,row,pts,pts_won,returnable,returnable_won,in_play,in_play_won,winners,total_shots,tourney_date,sm,tourney_name,sm2
47228,20070303-M-Dubai-F-Roger_Federer-Mikhail_Youzhny,Mikhail Youzhny,Total,31,9,26,9,22,9,0,124,20070303,M,Dubai,F
47248,20091108-M-Basel-F-Roger_Federer-Novak_Djokovic,Roger Federer,Total,96,33,70,26,66,26,0,470,20091108,M,Basel,F
47269,20091108-M-Basel-F-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,80,31,56,30,55,30,2,332,20091108,M,Basel,F
47290,20140615-M-Halle-F-Roger_Federer-Alejandro_Falla,Roger Federer,Total,76,27,55,27,54,27,0,335,20140615,M,Halle,F
47311,20140615-M-Halle-F-Roger_Federer-Alejandro_Falla,Alejandro Falla,Total,75,20,51,18,48,18,2,257,20140615,M,Halle,F
47332,19931031-M-Stockholm_Masters-F-Michael_Stich-Goran_Ivanisevic,Michael Stich,Total,135,40,62,30,62,30,5,293,19931031,M,Stockholm_Masters,F
47353,19931031-M-Stockholm_Masters-F-Michael_Stich-Goran_Ivanisevic,Goran Ivanisevic,Total,136,38,81,33,76,33,4,319,19931031,M,Stockholm_Masters,F
47373,20120617-M-Halle-F-Tommy_Haas-Roger_Federer,Tommy Haas,Total,84,32,59,29,57,29,3,277,20120617,M,Halle,F
47394,20120617-M-Halle-F-Tommy_Haas-Roger_Federer,Roger Federer,Total,70,21,41,18,39,18,1,262,20120617,M,Halle,F
47415,19941119-M-Tour_Finals-SF-Pete_Sampras-Andre_Agassi,Pete Sampras,Total,104,35,72,31,71,31,1,477,19941119,M,Tour_Finals,SF
47436,19941119-M-Tour_Finals-SF-Pete_Sampras-Andre_Agassi,Andre Agassi,Total,88,24,42,22,42,22,4,218,19941119,M,Tour_Finals,SF
47457,19921101-M-Stockholm_Masters-F-Guy_Forget-Goran_Ivanisevic,Guy Forget,Total,121,33,67,26,58,26,1,321,19921101,M,Stockholm_Masters,F
47478,19921101-M-Stockholm_Masters-F-Guy_Forget-Goran_Ivanisevic,Goran Ivanisevic,Total,132,42,89,41,84,41,3,521,19921101,M,Stockholm_Masters,F
47499,20180501-M-Munich-R32-Ivo_Karlovic-Philipp_Kohlschreiber,Ivo Karlovic,Total,56,11,37,11,28,11,0,145,20180501,M,Munich,R32
47520,20180501-M-Munich-R32-Ivo_Karlovic-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,64,20,35,17,35,17,2,145,20180501,M,Munich,R32
47541,20180503-M-Munich-R16-Mischa_Zverev-Philipp_Kohlschreiber,Mischa Zverev,Total,45,12,35,12,33,12,0,177,20180503,M,Munich,R16
47562,20180503-M-Munich-R16-Mischa_Zverev-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,64,33,53,31,50,31,2,241,20180503,M,Munich,R16
47583,20180506-M-Munich-F-Philipp_Kohlschreiber-Alexander_Zverev,Philipp Kohlschreiber,Total,46,14,30,14,28,14,0,144,20180506,M,Munich,F
47604,20180506-M-Munich-F-Philipp_Kohlschreiber-Alexander_Zverev,Alexander Zverev,Total,52,22,45,21,42,21,0,301,20180506,M,Munich,F
47625,20100613-M-Halle-F-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,99,33,66,30,66,30,1,423,20100613,M,Halle,F
47646,20100613-M-Halle-F-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,124,50,93,49,91,49,3,573,20100613,M,Halle,F
47667,20180505-M-Munich-SF-Maximilian_Marterer-Philipp_Kohlschreiber,Maximilian Marterer,Total,45,10,36,10,30,10,0,181,20180505,M,Munich,SF
47688,20180505-M-Munich-SF-Maximilian_Marterer-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,50,24,42,23,40,23,2,211,20180505,M,Munich,SF
47709,20180504-M-Munich-QF-Roberto_Bautista_Agut-Philipp_Kohlschreiber,Roberto Bautista Agut,Total,52,13,42,12,38,12,0,250,20180504,M,Munich,QF
47730,20180504-M-Munich-QF-Roberto_Bautista_Agut-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,55,21,42,18,38,18,2,257,20180504,M,Munich,QF
47751,20030504-M-Munich-F-Roger_Federer-Jarkko_Nieminen,Roger Federer,Total,45,24,37,24,36,24,0,243,20030504,M,Munich,F
47772,20030504-M-Munich-F-Roger_Federer-Jarkko_Nieminen,Jarkko Nieminen,Total,50,17,38,16,37,16,0,236,20030504,M,Munich,F
47793,20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Roger Federer,Total,84,35,61,31,60,31,0,347,20020203,M,Milan,F
47814,20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Davide Sanguinetti,Total,108,42,76,38,73,38,2,440,20020203,M,Milan,F
47835,19930801-M-Canada_Masters-F-Todd_Martin-Mikael_Pernfors,Todd Martin,Total,98,39,79,38,72,38,4,452,19930801,M,Canada_Masters,F
47856,19930801-M-Canada_Masters-F-Todd_Martin-Mikael_Pernfors,Mikael Pernfors,Total,90,38,66,38,64,38,3,284,19930801,M,Canada_Masters,F
47877,20180412-M-Marrakech-R16-Joao_Sousa-Mirza_Basic,Joao Sousa,Total,99,39,73,36,72,36,0,463,20180412,M,Marrakech,R16
47898,20180412-M-Marrakech-R16-Joao_Sousa-Mirza_Basic,Mirza Basic,Total,82,26,55,23,53,23,1,335,20180412,M,Marrakech,R16
47919,20021013-M-Vienna-F-Roger_Federer-Jiri_Novak,Roger Federer,Total,115,48,87,43,82,43,0,562,20021013,M,Vienna,F
47940,20021013-M-Vienna-F-Roger_Federer-Jiri_Novak,Jiri Novak,Total,116,41,84,38,83,38,2,428,20021013,M,Vienna,F
47961,20030216-M-Marseille-F-Jonas_Bjorkman-Roger_Federer,Jonas Bjorkman,Total,63,18,42,16,40,16,1,245,20030216,M,Marseille,F
47982,20030216-M-Marseille-F-Jonas_Bjorkman-Roger_Federer,Roger Federer,Total,80,34,55,32,50,32,3,252,20030216,M,Marseille,F
48003,20031012-M-Vienna-F-Roger_Federer-Carlos_Moya,Roger Federer,Total,78,33,55,26,48,26,0,302,20031012,M,Vienna,F
48024,20031012-M-Vienna-F-Roger_Federer-Carlos_Moya,Carlos Moya,Total,84,22,58,20,57,20,2,282,20031012,M,Vienna,F
48045,20180513-M-Madrid_Masters-F-Dominic_Thiem-Alexander_Zverev,Dominic Thiem,Total,54,12,39,12,37,12,1,246,20180513,M,Madrid_Masters,F
48066,20180513-M-Madrid_Masters-F-Dominic_Thiem-Alexander_Zverev,Alexander Zverev,Total,56,19,40,17,39,17,2,195,20180513,M,Madrid_Masters,F
48087,20180511-M-Madrid_Masters-QF-Rafael_Nadal-Dominic_Thiem,Rafael Nadal,Total,60,22,47,17,47,17,0,263,20180511,M,Madrid_Masters,QF
48108,20180511-M-Madrid_Masters-QF-Rafael_Nadal-Dominic_Thiem,Dominic Thiem,Total,77,37,58,35,56,35,0,376,20180511,M,Madrid_Masters,QF
48129,20061029-M-Basel-F-Roger_Federer-Fernando_Gonzalez,Roger Federer,Total,121,51,87,46,85,46,2,451,20061029,M,Basel,F
48150,20061029-M-Basel-F-Roger_Federer-Fernando_Gonzalez,Fernando Gonzalez,Total,84,16,47,15,42,15,3,227,20061029,M,Basel,F
48171,20180426-M-Barcelona-R16-Pablo_Carreno_Busta-Adrian_Mannarino,Pablo Carreno Busta,Total,109,50,94,50,86,50,2,639,20180426,M,Barcelona,R16
48192,20180426-M-Barcelona-R16-Pablo_Carreno_Busta-Adrian_Mannarino,Adrian Mannarino,Total,99,41,87,40,85,40,0,665,20180426,M,Barcelona,R16
48213,20180425-M-Barcelona-R32-Pablo_Carreno_Busta-Benoit_Paire,Pablo Carreno Busta,Total,51,22,34,16,32,16,0,145,20180425,M,Barcelona,R32
48234,20180425-M-Barcelona-R32-Pablo_Carreno_Busta-Benoit_Paire,Benoit Paire,Total,58,18,49,16,38,16,1,234,20180425,M,Barcelona,R32
48255,20060107-M-Doha-F-Roger_Federer-Gael_Monfils,Roger Federer,Total,96,45,68,37,63,37,2,529,20060107,M,Doha,F
48276,20060107-M-Doha-F-Roger_Federer-Gael_Monfils,Gael Monfils,Total,69,23,51,23,48,23,1,340,20060107,M,Doha,F
48297,20160504-M-Madrid_Masters-R32-Novak_Djokovic-Borna_Coric,Novak Djokovic,Total,50,22,37,22,37,22,1,238,20160504,M,Madrid_Masters,R32
48318,20160504-M-Madrid_Masters-R32-Novak_Djokovic-Borna_Coric,Borna Coric,Total,48,11,33,7,33,7,0,237,20160504,M,Madrid_Masters,R32
48338,20040711-M-Gstaad-F-Roger_Federer-Igor_Andreev,Roger Federer,Total,102,41,76,38,74,38,2,340,20040711,M,Gstaad,F
48359,20040711-M-Gstaad-F-Roger_Federer-Igor_Andreev,Igor Andreev,Total,101,27,74,27,68,27,3,356,20040711,M,Gstaad,F
48380,20180427-M-Barcelona-QF-Grigor_Dimitrov-Pablo_Carreno_Busta,Grigor Dimitrov,Total,69,25,61,25,54,25,0,386,20180427,M,Barcelona,QF
48401,20180427-M-Barcelona-QF-Grigor_Dimitrov-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,64,26,49,22,48,22,3,258,20180427,M,Barcelona,QF
48422,20180428-M-Barcelona-SF-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,Total,63,27,55,26,54,26,0,383,20180428,M,Barcelona,SF
48442,20180428-M-Barcelona-SF-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,67,22,55,22,52,22,0,325,20180428,M,Barcelona,SF
48463,20011028-M-Basel-F-Tim_Henman-Roger_Federer,Tim Henman,Total,91,37,72,35,66,35,2,356,20011028,M,Basel,F
48484,20011028-M-Basel-F-Tim_Henman-Roger_Federer,Roger Federer,Total,89,27,60,25,55,25,5,228,20011028,M,Basel,F
48505,20180330-M-Miami_Masters-SF-John_Isner-Juan_Martin_Del_Potro,John Isner,Total,61,23,45,20,41,20,3,213,20180330,M,Miami_Masters,SF
48526,20180330-M-Miami_Masters-SF-John_Isner-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,55,11,29,10,27,10,1,131,20180330,M,Miami_Masters,SF
48547,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,Rafael Nadal,Total,63,25,51,25,50,25,1,322,20180519,M,Rome_Masters,SF
48568,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,Novak Djokovic,Total,65,22,52,20,48,20,3,351,20180519,M,Rome_Masters,SF
48588,19920815-M-Cincinnati_Masters-SF-Michael_Chang-Ivan_Lendl,Michael Chang,Total,54,20,40,20,37,20,0,250,19920815,M,Cincinnati_Masters,SF
48609,19920815-M-Cincinnati_Masters-SF-Michael_Chang-Ivan_Lendl,Ivan Lendl,Total,63,32,52,27,48,27,3,384,19920815,M,Cincinnati_Masters,SF
48630,19920815-M-Cincinnati_Masters-SF-Pete_Sampras-Stefan_Edberg,Pete Sampras,Total,51,25,38,20,33,20,5,133,19920815,M,Cincinnati_Masters,SF
48651,19920815-M-Cincinnati_Masters-SF-Pete_Sampras-Stefan_Edberg,Stefan Edberg,Total,50,13,35,12,33,12,0,160,19920815,M,Cincinnati_Masters,SF
48672,19920816-M-Cincinnati_Masters-F-Pete_Sampras-Ivan_Lendl,Pete Sampras,Total,78,32,56,31,52,31,2,303,19920816,M,Cincinnati_Masters,F
48692,19920816-M-Cincinnati_Masters-F-Pete_Sampras-Ivan_Lendl,Ivan Lendl,Total,80,29,50,24,47,24,2,238,19920816,M,Cincinnati_Masters,F
48713,19930814-M-Cincinnati_Masters-SF-Michael_Chang-Andre_Agassi,Michael Chang,Total,58,25,49,25,44,25,1,311,19930814,M,Cincinnati_Masters,SF
48733,19930814-M-Cincinnati_Masters-SF-Michael_Chang-Andre_Agassi,Andre Agassi,Total,67,25,53,24,50,24,1,295,19930814,M,Cincinnati_Masters,SF
48754,19930815-M-Cincinnati_Masters-F-Stefan_Edberg-Michael_Chang,Stefan Edberg,Total,84,30,64,27,56,27,1,305,19930815,M,Cincinnati_Masters,F
48775,19930815-M-Cincinnati_Masters-F-Stefan_Edberg-Michael_Chang,Michael Chang,Total,82,28,57,24,53,24,9,216,19930815,M,Cincinnati_Masters,F
48796,19930814-M-Cincinnati_Masters-SF-Stefan_Edberg-Pete_Sampras,Stefan Edberg,Total,126,40,57,24,53,24,4,256,19930814,M,Cincinnati_Masters,SF
48817,19930814-M-Cincinnati_Masters-SF-Stefan_Edberg-Pete_Sampras,Pete Sampras,Total,133,44,84,39,77,39,8,300,19930814,M,Cincinnati_Masters,SF
48838,19980802-M-Kitzbuhel-SF-Andrea_Gaudenzi-Francisco_Clavet,Andrea Gaudenzi,Total,68,28,60,26,57,26,0,414,19980802,M,Kitzbuhel,SF
48859,19980802-M-Kitzbuhel-SF-Andrea_Gaudenzi-Francisco_Clavet,Francisco Clavet,Total,67,23,54,21,53,21,0,360,19980802,M,Kitzbuhel,SF
48880,20180520-M-Rome_Masters-F-Rafael_Nadal-Alexander_Zverev,Rafael Nadal,Total,65,31,56,30,52,30,0,367,20180520,M,Rome_Masters,F
48901,20180520-M-Rome_Masters-F-Rafael_Nadal-Alexander_Zverev,Alexander Zverev,Total,72,28,63,27,60,27,0,431,20180520,M,Rome_Masters,F
48922,20081114-M-Masters_Cup-RR-Roger_Federer-Andy_Murray,Roger Federer,Total,112,47,84,44,80,44,2,596,20081114,M,Masters_Cup,RR
48943,20081114-M-Masters_Cup-RR-Roger_Federer-Andy_Murray,Andy Murray,Total,131,60,103,57,97,57,4,668,20081114,M,Masters_Cup,RR
48964,19930509-M-Hamburg_Masters-F-Michael_Stich-Andrei_Chesnokov,Michael Stich,Total,140,45,127,45,119,45,2,627,19930509,M,Hamburg_Masters,F
48985,19930509-M-Hamburg_Masters-F-Michael_Stich-Andrei_Chesnokov,Andrei Chesnokov,Total,165,59,112,51,107,51,10,432,19930509,M,Hamburg_Masters,F
49006,20070122-M-Australian_Open-R16-Roger_Federer-Novak_Djokovic,Roger Federer,Total,101,45,77,43,74,43,4,460,20070122,M,Australian_Open,R16
49027,20070122-M-Australian_Open-R16-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,80,20,52,19,51,19,0,277,20070122,M,Australian_Open,R16
49048,20150321-M-Indian_Wells_Masters-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,55,28,41,24,40,24,0,321,20150321,M,Indian_Wells_Masters,SF
49069,20150321-M-Indian_Wells_Masters-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,55,19,46,17,43,17,0,310,20150321,M,Indian_Wells_Masters,SF
49090,20110504-M-Madrid_Masters-R32-Novak_Djokovic-Kevin_Anderson,Novak Djokovic,Total,64,25,46,25,46,25,0,331,20110504,M,Madrid_Masters,R32
49111,20110504-M-Madrid_Masters-R32-Novak_Djokovic-Kevin_Anderson,Kevin Anderson,Total,52,13,38,11,37,11,0,251,20110504,M,Madrid_Masters,R32
49132,20091129-M-Tour_Finals-F-Nikolay_Davydenko-Juan_Martin_Del_Potro,Nikolay Davydenko,Total,57,22,41,22,39,22,0,259,20091129,M,Tour_Finals,F
49153,20091129-M-Tour_Finals-F-Nikolay_Davydenko-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,57,13,37,11,35,11,0,246,20091129,M,Tour_Finals,F
49174,20140815-M-Cincinnati_Masters-QF-Andy_Murray-Roger_Federer,Andy Murray,Total,63,23,40,20,40,20,1,249,20140815,M,Cincinnati_Masters,QF
49195,20140815-M-Cincinnati_Masters-QF-Andy_Murray-Roger_Federer,Roger Federer,Total,73,35,61,33,60,33,1,394,20140815,M,Cincinnati_Masters,QF
49216,20091114-M-Paris_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,38,18,27,16,26,16,1,204,20091114,M,Paris_Masters,SF
49237,20091114-M-Paris_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,50,13,34,9,33,9,0,227,20091114,M,Paris_Masters,SF
49258,19920912-M-US_Open-SF-Michael_Chang-Stefan_Edberg,Michael Chang,Total,209,95,155,77,146,77,15,634,19920912,M,US_Open,SF
49279,19920912-M-US_Open-SF-Michael_Chang-Stefan_Edberg,Stefan Edberg,Total,193,95,169,91,164,91,3,868,19920912,M,US_Open,SF
49300,20180528-M-Roland_Garros-R128-Borna_Coric-Philipp_Kohlschreiber,Borna Coric,Total,112,40,89,37,82,37,1,405,20180528,M,Roland_Garros,R128
49321,20180528-M-Roland_Garros-R128-Borna_Coric-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,107,28,71,26,65,26,0,393,20180528,M,Roland_Garros,R128
49342,20090404-M-Miami_Masters-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,73,26,57,22,55,22,0,365,20090404,M,Miami_Masters,SF
49363,20090404-M-Miami_Masters-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,80,39,60,35,58,35,0,305,20090404,M,Miami_Masters,SF
49384,20140903-M-US_Open-QF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,133,57,101,53,96,53,4,650,20140903,M,US_Open,QF
49405,20140903-M-US_Open-QF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,152,59,116,56,107,56,4,728,20140903,M,US_Open,QF
49426,20010225-M-Rotterdam-F-Roger_Federer-Nicolas_Escude,Roger Federer,Total,115,45,82,40,76,40,0,543,20010225,M,Rotterdam,F
49447,20010225-M-Rotterdam-F-Roger_Federer-Nicolas_Escude,Nicolas Escude,Total,108,41,78,37,74,37,1,465,20010225,M,Rotterdam,F
49468,20050220-M-Rotterdam-F-Roger_Federer-Ivan_Ljubicic,Roger Federer,Total,131,44,86,41,82,41,2,592,20050220,M,Rotterdam,F
49489,20050220-M-Rotterdam-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Total,97,22,61,20,60,20,1,351,20050220,M,Rotterdam,F
49510,19960616-M-Queens_Club-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,75,23,47,18,45,18,10,181,19960616,M,Queens_Club,F
49531,19960616-M-Queens_Club-F-Stefan_Edberg-Boris_Becker,Boris Becker,Total,62,22,39,18,36,18,6,154,19960616,M,Queens_Club,F
49552,20141004-M-Beijing-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,58,26,41,24,41,24,0,384,20141004,M,Beijing,SF
49573,20141004-M-Beijing-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,62,18,51,18,46,18,0,402,20141004,M,Beijing,SF
49594,20050612-M-Halle-F-Roger_Federer-Marat_Safin,Roger Federer,Total,97,29,62,29,59,29,0,338,20050612,M,Halle,F
49615,20050612-M-Halle-F-Roger_Federer-Marat_Safin,Marat Safin,Total,97,25,61,24,56,24,1,263,20050612,M,Halle,F
49636,20050226-M-Dubai-F-Roger_Federer-Ivan_Ljubicic,Roger Federer,Total,89,37,66,37,61,37,2,360,20050226,M,Dubai,F
49657,20050226-M-Dubai-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Total,102,34,70,32,64,32,3,368,20050226,M,Dubai,F
49678,20030301-M-Dubai-F-Roger_Federer-Jiri_Novak,Roger Federer,Total,63,31,56,30,53,30,0,347,20030301,M,Dubai,F
49699,20030301-M-Dubai-F-Roger_Federer-Jiri_Novak,Jiri Novak,Total,59,22,48,18,47,18,0,311,20030301,M,Dubai,F
49720,20030713-M-Gstaad-F-Roger_Federer-Jiri_Novak,Roger Federer,Total,142,52,106,48,99,48,2,546,20030713,M,Gstaad,F
49741,20030713-M-Gstaad-F-Roger_Federer-Jiri_Novak,Jiri Novak,Total,148,59,97,48,96,48,5,442,20030713,M,Gstaad,F
49762,20180604-M-Roland_Garros-R16-John_Isner-Juan_Martin_Del_Potro,John Isner,Total,91,26,58,25,54,25,2,302,20180604,M,Roland_Garros,R16
49783,20180604-M-Roland_Garros-R16-John_Isner-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,82,31,49,27,48,27,1,199,20180604,M,Roland_Garros,R16
49804,20180605-M-Roland_Garros-QF-Alexander_Zverev-Dominic_Thiem,Alexander Zverev,Total,67,17,51,14,47,14,0,347,20180605,M,Roland_Garros,QF
49825,20180605-M-Roland_Garros-QF-Alexander_Zverev-Dominic_Thiem,Dominic Thiem,Total,89,44,72,40,67,40,2,387,20180605,M,Roland_Garros,QF
49846,20060723-M-Amersfoort-F-Novak_Djokovic-Nicolas_Massu,Novak Djokovic,Total,78,30,56,27,53,27,1,339,20060723,M,Amersfoort,F
49867,20060723-M-Amersfoort-F-Novak_Djokovic-Nicolas_Massu,Nicolas Massu,Total,67,25,46,22,42,22,0,289,20060723,M,Amersfoort,F
49888,20000928-M-Olympics-F-Yevgeny_Kafelnikov-Tommy_Haas,Yevgeny Kafelnikov,Total,166,63,110,55,102,55,3,679,20000928,M,Olympics,F
49909,20000928-M-Olympics-F-Yevgeny_Kafelnikov-Tommy_Haas,Tommy Haas,Total,161,55,112,52,106,52,2,629,20000928,M,Olympics,F
49930,20090110-M-Doha-F-Andy_Roddick-Andy_Murray,Andy Roddick,Total,50,13,38,12,37,12,0,322,20090110,M,Doha,F
49951,20090110-M-Doha-F-Andy_Roddick-Andy_Murray,Andy Murray,Total,41,18,33,18,31,18,0,207,20090110,M,Doha,F
49972,20180605-M-Roland_Garros-QF-Marco_Cecchinato-Novak_Djokovic,Marco Cecchinato,Total,124,48,96,46,91,46,1,612,20180605,M,Roland_Garros,QF
49993,20180605-M-Roland_Garros-QF-Marco_Cecchinato-Novak_Djokovic,Novak Djokovic,Total,155,64,119,59,118,59,2,676,20180605,M,Roland_Garros,QF
50014,20121007-M-Beijing-F-Novak_Djokovic-Jo_Wilfried_Tsonga,Novak Djokovic,Total,73,33,53,30,51,30,1,269,20121007,M,Beijing,F
50035,20121007-M-Beijing-F-Novak_Djokovic-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,66,22,53,20,47,20,1,286,20121007,M,Beijing,F
50056,20090601-M-Roland_Garros-R16-Roger_Federer-Tommy_Haas,Roger Federer,Total,145,54,95,51,95,51,2,530,20090601,M,Roland_Garros,R16
50077,20090601-M-Roland_Garros-R16-Roger_Federer-Tommy_Haas,Tommy Haas,Total,129,31,82,30,82,30,1,465,20090601,M,Roland_Garros,R16
50098,20070107-M-Adelaide-F-Chris_Guccione-Novak_Djokovic,Chris Guccione,Total,113,41,81,35,73,35,2,390,20070107,M,Adelaide,F
50119,20070107-M-Adelaide-F-Chris_Guccione-Novak_Djokovic,Novak Djokovic,Total,105,40,61,35,59,35,8,240,20070107,M,Adelaide,F
50140,20041026-M-St_Petersburg-R32-Sargis_Sargsian-Irakli_Labadze,Sargis Sargsian,Total,70,33,47,26,45,26,0,292,20041026,M,St_Petersburg,R32
50161,20041026-M-St_Petersburg-R32-Sargis_Sargsian-Irakli_Labadze,Irakli Labadze,Total,82,29,57,26,51,26,2,284,20041026,M,St_Petersburg,R32
50182,20180531-M-Roland_Garros-R64-Marton_Fucsovics-Kyle_Edmund,Marton Fucsovics,Total,89,29,73,24,66,24,0,335,20180531,M,Roland_Garros,R64
50203,20180531-M-Roland_Garros-R64-Marton_Fucsovics-Kyle_Edmund,Kyle Edmund,Total,91,38,75,33,67,33,0,352,20180531,M,Roland_Garros,R64
50224,20180608-M-Roland_Garros-SF-Rafael_Nadal-Juan_Martin_Del_Potro,Rafael Nadal,Total,65,29,54,28,53,28,1,301,20180608,M,Roland_Garros,SF
50244,20180608-M-Roland_Garros-SF-Rafael_Nadal-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,83,25,68,22,67,22,0,443,20180608,M,Roland_Garros,SF
50265,20180610-M-Roland_Garros-F-Rafael_Nadal-Dominic_Thiem,Rafael Nadal,Total,102,47,83,42,80,42,0,464,20180610,M,Roland_Garros,F
50286,20180610-M-Roland_Garros-F-Rafael_Nadal-Dominic_Thiem,Dominic Thiem,Total,82,24,65,21,62,21,1,487,20180610,M,Roland_Garros,F
50307,20090228-M-Dubai-F-Novak_Djokovic-David_Ferrer,Novak Djokovic,Total,59,28,49,25,47,25,1,420,20090228,M,Dubai,F
50328,20090228-M-Dubai-F-Novak_Djokovic-David_Ferrer,David Ferrer,Total,63,24,53,24,53,24,0,379,20090228,M,Dubai,F
50349,19870823-M-Cincinnati-F-Boris_Becker-Stefan_Edberg,Boris Becker,Total,38,10,23,8,22,8,1,106,19870823,M,Cincinnati,F
50369,19870823-M-Cincinnati-F-Boris_Becker-Stefan_Edberg,Stefan Edberg,Total,78,40,60,33,58,33,1,295,19870823,M,Cincinnati,F
50390,19900616-M-Queens_Club-SF-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,59,15,38,12,33,12,4,135,19900616,M,Queens_Club,SF
50410,19900616-M-Queens_Club-SF-Stefan_Edberg-Boris_Becker,Boris Becker,Total,69,26,52,22,47,22,4,187,19900616,M,Queens_Club,SF
50431,20180608-M-Roland_Garros-SF-Marco_Cecchinato-Dominic_Thiem,Marco Cecchinato,Total,94,23,64,21,61,21,0,337,20180608,M,Roland_Garros,SF
50452,20180608-M-Roland_Garros-SF-Marco_Cecchinato-Dominic_Thiem,Dominic Thiem,Total,114,46,82,43,80,43,1,465,20180608,M,Roland_Garros,SF
50473,20180602-M-Roland_Garros-R32-Gael_Monfils-David_Goffin,Gael Monfils,Total,177,74,142,65,123,65,2,854,20180602,M,Roland_Garros,R32
50494,20180602-M-Roland_Garros-R32-Gael_Monfils-David_Goffin,David Goffin,Total,172,79,142,77,131,77,5,803,20180602,M,Roland_Garros,R32
50515,19861026-M-Tokyo_Indoor-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,72,26,44,24,40,24,2,194,19861026,M,Tokyo_Indoor,F
50536,19861026-M-Tokyo_Indoor-F-Stefan_Edberg-Boris_Becker,Boris Becker,Total,59,26,42,22,38,22,2,181,19861026,M,Tokyo_Indoor,F
50557,20080322-M-Indian_Wells_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,51,25,44,23,43,23,0,332,20080322,M,Indian_Wells_Masters,SF
50578,20080322-M-Indian_Wells_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,50,14,34,14,32,14,0,208,20080322,M,Indian_Wells_Masters,SF
50599,20180617-M-Stuttgart-F-Milos_Raonic-Roger_Federer,Milos Raonic,Total,66,15,43,15,39,15,1,183,20180617,M,Stuttgart,F
50620,20180617-M-Stuttgart-F-Milos_Raonic-Roger_Federer,Roger Federer,Total,61,17,30,14,30,14,1,161,20180617,M,Stuttgart,F
50640,19910907-M-US_Open-SF-Ivan_Lendl-Stefan_Edberg,Ivan Lendl,Total,82,28,44,24,40,24,3,170,19910907,M,US_Open,SF
50660,19910907-M-US_Open-SF-Ivan_Lendl-Stefan_Edberg,Stefan Edberg,Total,85,40,67,38,64,38,2,407,19910907,M,US_Open,SF
50681,19870222-M-Indian_Wells-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,87,24,63,20,60,20,3,289,19870222,M,Indian_Wells,F
50702,19870222-M-Indian_Wells-F-Stefan_Edberg-Boris_Becker,Boris Becker,Total,105,43,84,42,76,42,4,337,19870222,M,Indian_Wells,F
50723,19891105-M-Paris_Masters-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,73,18,41,13,38,13,1,212,19891105,M,Paris_Masters,F
50744,19891105-M-Paris_Masters-F-Stefan_Edberg-Boris_Becker,Boris Becker,Total,96,41,77,38,71,38,10,306,19891105,M,Paris_Masters,F
