,match_id,player,row,returnable,shallow,deep,very_deep,unforced,err_net,err_deep,err_wide,err_wide_deep,tourney_date,sm,tourney_name,sm2
48496,19960126-M-Australian_Open-SF-Mark_Woodforde-Boris_Becker,Boris Becker,Total,61,18,39,4,4,1,2,0,1,19960126,M,Australian_Open,SF
48514,19970905-M-US_Open-SF-Michael_Chang-Patrick_Rafter,Michael Chang,Total,51,21,26,2,4,1,2,1,0,19970905,M,US_Open,SF
48532,19970905-M-US_Open-SF-Michael_Chang-Patrick_Rafter,Patrick Rafter,Total,70,13,51,8,5,2,1,2,0,19970905,M,US_Open,SF
48550,20170714-M-Wimbledon-SF-Tomas_Berdych-Roger_Federer,Tomas Berdych,Total,65,12,50,9,3,0,3,0,0,20170714,M,Wimbledon,SF
48568,20170714-M-Wimbledon-SF-Tomas_Berdych-Roger_Federer,Roger Federer,Total,93,26,63,10,4,1,1,1,0,20170714,M,Wimbledon,SF
48586,20030701-M-Wimbledon-SF-Andy_Roddick-Roger_Federer,Andy Roddick,Total,50,21,29,1,0,0,0,0,0,20030701,M,Wimbledon,SF
48604,20030701-M-Wimbledon-SF-Andy_Roddick-Roger_Federer,Roger Federer,Total,77,29,45,7,3,1,2,0,0,20030701,M,Wimbledon,SF
48622,20040130-M-Australian_Open-SF-Roger_Federer-Juan_Carlos_Ferrero,Roger Federer,Total,57,15,41,7,1,1,0,0,0,20040130,M,Australian_Open,SF
48640,20040130-M-Australian_Open-SF-Roger_Federer-Juan_Carlos_Ferrero,Juan Carlos Ferrero,Total,51,17,33,6,0,0,0,0,0,20040130,M,Australian_Open,SF
48658,20010508-M-Rome_Masters-R64-Marcelo_Rios-Davide_Sanguinetti,Marcelo Rios,Total,63,9,52,21,2,0,0,2,0,20010508,M,Rome_Masters,R64
48676,20010508-M-Rome_Masters-R64-Marcelo_Rios-Davide_Sanguinetti,Davide Sanguinetti,Total,75,18,53,24,4,3,0,0,1,20010508,M,Rome_Masters,R64
48694,20040703-M-Wimbledon-SF-Sebastien_Grosjean-Roger_Federer,Sebastien Grosjean,Total,66,20,43,7,3,1,0,1,1,20040703,M,Wimbledon,SF
48712,20040703-M-Wimbledon-SF-Sebastien_Grosjean-Roger_Federer,Roger Federer,Total,85,21,57,8,7,2,4,1,0,20040703,M,Wimbledon,SF
48730,20181028-M-Basel-F-Roger_Federer-Marius_Copil,Roger Federer,Total,47,13,28,4,6,3,2,1,0,20181028,M,Basel,F
48748,20181028-M-Basel-F-Roger_Federer-Marius_Copil,Marius Copil,Total,44,12,31,6,1,0,1,0,0,20181028,M,Basel,F
48766,20080704-M-Wimbledon-SF-Roger_Federer-Marat_Safin,Roger Federer,Total,60,17,38,3,5,1,2,1,1,20080704,M,Wimbledon,SF
48784,20080704-M-Wimbledon-SF-Roger_Federer-Marat_Safin,Marat Safin,Total,55,10,39,9,6,0,6,0,0,20080704,M,Wimbledon,SF
48802,19900707-M-Wimbledon-SF-Stefan_Edberg-Ivan_Lendl,Stefan Edberg,Total,65,42,16,2,7,4,1,2,0,19900707,M,Wimbledon,SF
48820,19900707-M-Wimbledon-SF-Stefan_Edberg-Ivan_Lendl,Ivan Lendl,Total,55,24,24,1,7,4,2,1,0,19900707,M,Wimbledon,SF
48838,20120909-M-US_Open-SF-Novak_Djokovic-David_Ferrer,Novak Djokovic,Total,74,16,55,12,3,1,0,1,1,20120909,M,US_Open,SF
48856,20120909-M-US_Open-SF-Novak_Djokovic-David_Ferrer,David Ferrer,Total,74,23,49,5,2,1,1,0,0,20120909,M,US_Open,SF
48874,20090703-M-Wimbledon-SF-Tommy_Haas-Roger_Federer,Tommy Haas,Total,57,25,30,3,2,0,1,1,0,20090703,M,Wimbledon,SF
48892,20090703-M-Wimbledon-SF-Tommy_Haas-Roger_Federer,Roger Federer,Total,71,23,44,5,4,3,1,0,0,20090703,M,Wimbledon,SF
48910,20180907-M-US_Open-SF-Novak_Djokovic-Kei_Nishikori,Novak Djokovic,Total,85,18,62,7,5,1,2,1,1,20180907,M,US_Open,SF
48928,20180907-M-US_Open-SF-Novak_Djokovic-Kei_Nishikori,Kei Nishikori,Total,52,9,38,10,5,3,1,1,0,20180907,M,US_Open,SF
48946,20181101-M-Paris_Masters-R16-Diego_Schwartzman-Alexander_Zverev,Diego Schwartzman,Total,30,7,22,10,1,0,1,0,0,20181101,M,Paris_Masters,R16
48964,20181101-M-Paris_Masters-R16-Diego_Schwartzman-Alexander_Zverev,Alexander Zverev,Total,48,8,39,17,1,1,0,0,0,20181101,M,Paris_Masters,R16
48982,20160909-M-US_Open-SF-Novak_Djokovic-Gael_Monfils,Novak Djokovic,Total,72,24,47,6,1,0,0,1,0,20160909,M,US_Open,SF
49000,20160909-M-US_Open-SF-Novak_Djokovic-Gael_Monfils,Gael Monfils,Total,80,18,56,9,6,0,5,0,1,20160909,M,US_Open,SF
49018,19920125-M-Australian_Open-SF-Wayne_Ferreira-Stefan_Edberg,Wayne Ferreira,Total,67,30,30,0,7,5,0,1,1,19920125,M,Australian_Open,SF
49036,19920125-M-Australian_Open-SF-Wayne_Ferreira-Stefan_Edberg,Stefan Edberg,Total,88,25,56,7,7,3,2,2,0,19920125,M,Australian_Open,SF
49054,20040515-M-Hamburg_Masters-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,44,14,30,11,0,0,0,0,0,20040515,M,Hamburg_Masters,SF
49072,20040515-M-Hamburg_Masters-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,28,8,16,8,4,2,2,0,0,20040515,M,Hamburg_Masters,SF
49090,20040912-M-US_Open-F-Lleyton_Hewitt-Roger_Federer,Lleyton Hewitt,Total,66,17,47,19,2,0,0,2,0,20040912,M,US_Open,F
49108,20040912-M-US_Open-F-Lleyton_Hewitt-Roger_Federer,Roger Federer,Total,57,8,50,22,1,0,1,0,0,20040912,M,US_Open,F
49126,20040630-M-Wimbledon-QF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,73,15,55,23,5,4,0,0,1,20040630,M,Wimbledon,QF
49144,20040630-M-Wimbledon-QF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,86,26,55,17,5,2,2,1,0,20040630,M,Wimbledon,QF
49162,20050910-M-US_Open-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,105,16,87,28,2,1,0,1,0,20050910,M,US_Open,SF
49180,20050910-M-US_Open-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,118,32,76,30,10,5,1,3,0,20050910,M,US_Open,SF
49198,20181104-M-Paris_Masters-F-Novak_Djokovic-Karen_Khachanov,Novak Djokovic,Total,47,6,40,6,1,1,0,0,0,20181104,M,Paris_Masters,F
49216,20181104-M-Paris_Masters-F-Novak_Djokovic-Karen_Khachanov,Karen Khachanov,Total,57,13,38,5,6,1,5,0,0,20181104,M,Paris_Masters,F
49234,20050701-M-Wimbledon-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,81,13,64,27,4,3,0,1,0,20050701,M,Wimbledon,SF
49252,20050701-M-Wimbledon-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,67,15,47,20,7,2,3,2,0,20050701,M,Wimbledon,SF
49270,20060909-M-US_Open-SF-Roger_Federer-Nikolay_Davydenko,Roger Federer,Total,67,18,47,5,2,1,1,0,0,20060909,M,US_Open,SF
49288,20060909-M-US_Open-SF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Total,56,8,44,6,4,2,1,0,1,20060909,M,US_Open,SF
49306,20080606-M-Roland_Garros-SF-Gael_Monfils-Roger_Federer,Gael Monfils,Total,109,27,77,10,5,1,2,2,0,20080606,M,Roland_Garros,SF
49324,20080606-M-Roland_Garros-SF-Gael_Monfils-Roger_Federer,Roger Federer,Total,119,42,73,3,4,2,1,1,0,20080606,M,Roland_Garros,SF
49342,20130102-M-Brisbane-R16-Florian_Mayer-Marcos_Baghdatis,Florian Mayer,Total,29,0,0,0,2,0,1,1,0,20130102,M,Brisbane,R16
49360,20130102-M-Brisbane-R16-Florian_Mayer-Marcos_Baghdatis,Marcos Baghdatis,Total,57,0,0,0,2,2,0,0,0,20130102,M,Brisbane,R16
49378,19890701-M-Wimbledon-SF-Stefan_Edberg-John_Mcenroe,Stefan Edberg,Total,80,30,35,2,15,6,3,5,0,19890701,M,Wimbledon,SF
49396,19890701-M-Wimbledon-SF-Stefan_Edberg-John_Mcenroe,John Mcenroe,Total,84,43,35,1,6,3,1,2,0,19890701,M,Wimbledon,SF
49414,20181031-M-Paris_Masters-R32-Daniil_Medvedev-Borna_Coric,Daniil Medvedev,Total,32,10,20,11,2,0,1,0,0,20181031,M,Paris_Masters,R32
49432,20181031-M-Paris_Masters-R32-Daniil_Medvedev-Borna_Coric,Borna Coric,Total,43,10,25,13,6,3,3,0,0,20181031,M,Paris_Masters,R32
49450,20181101-M-Paris_Masters-R16-Dominic_Thiem-Borna_Coric,Dominic Thiem,Total,70,17,50,24,2,1,1,0,0,20181101,M,Paris_Masters,R16
49468,20181101-M-Paris_Masters-R16-Dominic_Thiem-Borna_Coric,Borna Coric,Total,57,16,31,17,9,2,5,1,0,20181101,M,Paris_Masters,R16
49486,20041117-M-Masters_Cup-RR-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,41,6,32,12,4,2,1,1,0,20041117,M,Masters_Cup,RR
49504,20041117-M-Masters_Cup-RR-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,46,13,31,10,2,0,0,2,0,20041117,M,Masters_Cup,RR
49522,20070818-M-Cincinnati_Masters-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,90,21,64,24,5,2,0,2,0,20070818,M,Cincinnati_Masters,SF
49540,20070818-M-Cincinnati_Masters-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,78,21,48,21,11,4,3,4,0,20070818,M,Cincinnati_Masters,SF
49558,20181103-M-Paris_Masters-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,96,21,71,16,4,0,2,1,1,20181103,M,Paris_Masters,SF
49576,20181103-M-Paris_Masters-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,85,13,66,23,8,2,5,1,0,20181103,M,Paris_Masters,SF
49594,20140906-M-US_Open-SF-Novak_Djokovic-Kei_Nishikori,Novak Djokovic,Total,95,18,70,9,7,2,1,3,1,20140906,M,US_Open,SF
49612,20140906-M-US_Open-SF-Novak_Djokovic-Kei_Nishikori,Kei Nishikori,Total,67,14,51,6,2,0,1,1,0,20140906,M,US_Open,SF
49630,20001127-M-Tour_Finals-RR-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Total,41,8,27,12,6,3,3,0,0,20001127,M,Tour_Finals,RR
49648,20001127-M-Tour_Finals-RR-Pete_Sampras-Lleyton_Hewitt,Lleyton Hewitt,Total,35,10,25,11,0,0,0,0,0,20001127,M,Tour_Finals,RR
49665,20140704-M-Wimbledon-SF-Grigor_Dimitrov-Novak_Djokovic,Grigor Dimitrov,Total,97,20,74,16,3,1,1,0,0,20140704,M,Wimbledon,SF
49683,20140704-M-Wimbledon-SF-Grigor_Dimitrov-Novak_Djokovic,Novak Djokovic,Total,80,21,55,7,4,1,3,0,0,20140704,M,Wimbledon,SF
49701,20070512-M-Rome_Masters-SF-Fernando_Gonzalez-Filippo_Volandri,Fernando Gonzalez,Total,39,4,29,14,6,2,3,1,0,20070512,M,Rome_Masters,SF
49719,20070512-M-Rome_Masters-SF-Fernando_Gonzalez-Filippo_Volandri,Filippo Volandri,Total,40,5,29,11,2,0,2,0,0,20070512,M,Rome_Masters,SF
49737,20140606-M-Roland_Garros-SF-Ernests_Gulbis-Novak_Djokovic,Ernests Gulbis,Total,81,16,61,11,3,0,1,1,1,20140606,M,Roland_Garros,SF
49755,20140606-M-Roland_Garros-SF-Ernests_Gulbis-Novak_Djokovic,Novak Djokovic,Total,72,19,51,4,2,0,2,0,0,20140606,M,Roland_Garros,SF
49773,20070908-M-US_Open-SF-David_Ferrer-Novak_Djokovic,David Ferrer,Total,67,14,48,10,5,0,3,1,1,20070908,M,US_Open,SF
49791,20070908-M-US_Open-SF-David_Ferrer-Novak_Djokovic,Novak Djokovic,Total,79,18,59,7,2,1,1,0,0,20070908,M,US_Open,SF
49809,20181015-M-Moscow-R32-Laslo_Djere-Aljaz_Bedene,Laslo Djere,Total,96,27,63,25,6,3,1,2,0,20181015,M,Moscow,R32
49827,20181015-M-Moscow-R32-Laslo_Djere-Aljaz_Bedene,Aljaz Bedene,Total,84,22,55,13,3,1,1,1,0,20181015,M,Moscow,R32
49845,20180926-M-Orleans_CH-R16-Constant_Lestienne-Aljaz_Bedene,Constant Lestienne,Total,68,17,44,13,6,3,1,1,1,20180926,M,Orleans_CH,R16
49863,20180926-M-Orleans_CH-R16-Constant_Lestienne-Aljaz_Bedene,Aljaz Bedene,Total,54,12,36,11,5,2,2,1,0,20180926,M,Orleans_CH,R16
49881,20180828-M-US_Open-R128-Nikoloz_Basilashvili-Aljaz_Bedene,Nikoloz Basilashvili,Total,96,19,67,17,8,5,2,1,0,20180828,M,US_Open,R128
49899,20180828-M-US_Open-R128-Nikoloz_Basilashvili-Aljaz_Bedene,Aljaz Bedene,Total,105,27,72,28,5,2,3,0,0,20180828,M,US_Open,R128
49917,20170714-M-Wimbledon-SF-Marin_Cilic-Sam_Querrey,Marin Cilic,Total,101,22,75,7,4,2,2,0,0,20170714,M,Wimbledon,SF
49935,20170714-M-Wimbledon-SF-Marin_Cilic-Sam_Querrey,Sam Querrey,Total,66,11,51,8,4,1,1,1,1,20170714,M,Wimbledon,SF
49953,20120706-M-Wimbledon-SF-Andy_Murray-Jo_Wilfried_Tsonga,Andy Murray,Total,96,43,51,8,2,1,0,1,0,20120706,M,Wimbledon,SF
49971,20120706-M-Wimbledon-SF-Andy_Murray-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,72,12,50,13,10,5,3,2,0,20120706,M,Wimbledon,SF
49989,20000619-M-Queens_Club-F-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Total,43,8,31,15,4,2,1,1,0,20000619,M,Queens_Club,F
50007,20000619-M-Queens_Club-F-Pete_Sampras-Lleyton_Hewitt,Lleyton Hewitt,Total,32,19,12,6,0,0,0,0,0,20000619,M,Queens_Club,F
50025,20070608-M-Roland_Garros-SF-Roger_Federer-Nikolay_Davydenko,Roger Federer,Total,107,23,81,5,3,2,0,1,0,20070608,M,Roland_Garros,SF
50043,20070608-M-Roland_Garros-SF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Total,103,27,71,11,5,0,3,2,0,20070608,M,Roland_Garros,SF
50061,20070707-M-Wimbledon-SF-Roger_Federer-Richard_Gasquet,Roger Federer,Total,69,15,49,8,5,2,3,0,0,20070707,M,Wimbledon,SF
50079,20070707-M-Wimbledon-SF-Roger_Federer-Richard_Gasquet,Richard Gasquet,Total,54,18,35,6,1,1,0,0,0,20070707,M,Wimbledon,SF
50097,20060909-M-US_Open-SF-Andy_Roddick-Mikhail_Youzhny,Andy Roddick,Total,102,15,85,9,2,0,1,1,0,20060909,M,US_Open,SF
50115,20060909-M-US_Open-SF-Andy_Roddick-Mikhail_Youzhny,Mikhail Youzhny,Total,81,23,55,13,3,1,1,1,0,20060909,M,US_Open,SF
50133,20020907-M-US_Open-SF-Lleyton_Hewitt-Andre_Agassi,Lleyton Hewitt,Total,106,23,79,28,4,3,1,0,0,20020907,M,US_Open,SF
50150,20020907-M-US_Open-SF-Lleyton_Hewitt-Andre_Agassi,Andre Agassi,Total,82,13,64,27,5,0,4,1,0,20020907,M,US_Open,SF
50168,20070908-M-US_Open-SF-Roger_Federer-Nikolay_Davydenko,Roger Federer,Total,76,17,59,5,0,0,0,0,0,20070908,M,US_Open,SF
50186,20070908-M-US_Open-SF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Total,78,10,67,16,1,0,0,1,0,20070908,M,US_Open,SF
50204,20060126-M-Australian_Open-SF-Roger_Federer-Nicolas_Kiefer,Roger Federer,Total,84,14,62,8,8,3,1,4,0,20060126,M,Australian_Open,SF
50222,20060126-M-Australian_Open-SF-Roger_Federer-Nicolas_Kiefer,Nicolas Kiefer,Total,79,20,51,5,8,4,4,0,0,20060126,M,Australian_Open,SF
50240,20060707-M-Wimbledon-SF-Jonas_Bjorkman-Roger_Federer,Jonas Bjorkman,Total,35,9,26,3,0,0,0,0,0,20060707,M,Wimbledon,SF
50258,20060707-M-Wimbledon-SF-Jonas_Bjorkman-Roger_Federer,Roger Federer,Total,49,18,27,3,4,0,0,4,0,20060707,M,Wimbledon,SF
50276,20100128-M-Australian_Open-SF-Roger_Federer-Jo_Wilfried_Tsonga,Roger Federer,Total,46,9,36,4,1,1,0,0,0,20100128,M,Australian_Open,SF
50294,20100128-M-Australian_Open-SF-Roger_Federer-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,53,12,37,4,4,1,2,1,0,20100128,M,Australian_Open,SF
50312,20040911-M-US_Open-SF-Roger_Federer-Tim_Henman,Roger Federer,Total,55,9,41,3,5,3,1,1,0,20040911,M,US_Open,SF
50330,20040911-M-US_Open-SF-Roger_Federer-Tim_Henman,Tim Henman,Total,55,10,40,7,5,2,3,0,0,20040911,M,US_Open,SF
50348,20060609-M-Roland_Garros-SF-Roger_Federer-David_Nalbandian,Roger Federer,Total,56,15,39,3,2,0,1,1,0,20060609,M,Roland_Garros,SF
50366,20060609-M-Roland_Garros-SF-Roger_Federer-David_Nalbandian,David Nalbandian,Total,64,22,38,6,4,1,2,1,0,20060609,M,Roland_Garros,SF
50384,20080704-M-Wimbledon-SF-Rainer_Schuettler-Rafael_Nadal,Rainer Schuettler,Total,50,16,32,4,2,2,0,0,0,20080704,M,Wimbledon,SF
50402,20080704-M-Wimbledon-SF-Rainer_Schuettler-Rafael_Nadal,Rafael Nadal,Total,77,23,49,8,5,2,0,2,1,20080704,M,Wimbledon,SF
50420,20090129-M-Australian_Open-SF-Andy_Roddick-Roger_Federer,Andy Roddick,Total,65,14,46,4,5,2,1,1,1,20090129,M,Australian_Open,SF
50438,20090129-M-Australian_Open-SF-Andy_Roddick-Roger_Federer,Roger Federer,Total,59,25,33,5,1,1,0,0,0,20090129,M,Australian_Open,SF
50456,19920808-M-Olympics-F-Marc_Rosset-Jordi_Arrese,Marc Rosset,Total,146,25,112,39,9,2,4,2,1,19920808,M,Olympics,F
50474,19920808-M-Olympics-F-Marc_Rosset-Jordi_Arrese,Jordi Arrese,Total,102,26,56,17,5,3,2,0,0,19920808,M,Olympics,F
50492,20080106-M-Chennai-F-Mikhail_Youzhny-Rafael_Nadal,Mikhail Youzhny,Total,27,7,20,2,0,0,0,0,0,20080106,M,Chennai,F
50510,20080106-M-Chennai-F-Mikhail_Youzhny-Rafael_Nadal,Rafael Nadal,Total,21,5,15,2,1,0,0,1,0,20080106,M,Chennai,F
50525,19990129-M-Australian_Open-SF-Nicolas_Lapentti-Thomas_Enqvist,Nicolas Lapentti,Total,50,10,37,7,3,2,1,0,0,19990129,M,Australian_Open,SF
50543,19990129-M-Australian_Open-SF-Nicolas_Lapentti-Thomas_Enqvist,Thomas Enqvist,Total,62,10,48,6,4,1,2,1,0,19990129,M,Australian_Open,SF
50561,20050320-M-Indian_Wells_Masters-F-Lleyton_Hewitt-Roger_Federer,Lleyton Hewitt,Total,52,10,38,5,4,1,2,1,0,20050320,M,Indian_Wells_Masters,F
50579,20050320-M-Indian_Wells_Masters-F-Lleyton_Hewitt-Roger_Federer,Roger Federer,Total,69,20,43,5,6,5,0,1,0,20050320,M,Indian_Wells_Masters,F
50597,19890609-M-Roland_Garros-SF-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,141,39,96,5,5,2,1,2,0,19890609,M,Roland_Garros,SF
50615,19890609-M-Roland_Garros-SF-Stefan_Edberg-Boris_Becker,Boris Becker,Total,118,45,64,5,6,2,1,3,0,19890609,M,Roland_Garros,SF
50633,20060125-M-Australian_Open-QF-Roger_Federer-Nikolay_Davydenko,Roger Federer,Total,120,21,97,42,4,2,2,0,0,20060125,M,Australian_Open,QF
50651,20060125-M-Australian_Open-QF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Total,107,25,77,23,6,2,2,2,0,20060125,M,Australian_Open,QF
50669,20080630-M-Wimbledon-R16-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,63,22,41,19,3,1,2,0,0,20080630,M,Wimbledon,R16
50687,20080630-M-Wimbledon-R16-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,53,15,36,11,4,1,1,2,0,20080630,M,Wimbledon,R16
50705,20090821-M-Cincinnati_Masters-QF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,46,9,34,13,3,1,1,1,0,20090821,M,Cincinnati_Masters,QF
50723,20090821-M-Cincinnati_Masters-QF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,34,13,15,5,6,4,1,1,0,20090821,M,Cincinnati_Masters,QF
50741,20090905-M-US_Open-R32-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,87,18,65,21,5,2,1,2,0,20090905,M,US_Open,R32
50759,20090905-M-US_Open-R32-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,96,24,68,20,4,2,2,0,0,20090905,M,US_Open,R32
50777,20180316-M-Indian_Wells_Masters-SF-Milos_Raonic-Juan_Martin_Del_Potro,Milos Raonic,Total,26,5,19,10,2,0,0,2,0,20180316,M,Indian_Wells_Masters,SF
50795,20180316-M-Indian_Wells_Masters-SF-Milos_Raonic-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,31,8,22,11,1,1,0,0,0,20180316,M,Indian_Wells_Masters,SF
50813,20181103-M-Paris_Masters-SF-Dominic_Thiem-Karen_Khachanov,Dominic Thiem,Total,31,6,25,9,0,0,0,0,0,20181103,M,Paris_Masters,SF
50831,20181103-M-Paris_Masters-SF-Dominic_Thiem-Karen_Khachanov,Karen Khachanov,Total,44,13,30,12,2,1,1,0,0,20181103,M,Paris_Masters,SF
50849,20000909-M-US_Open-SF-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Total,81,11,65,24,5,4,1,0,0,20000909,M,US_Open,SF
50867,20000909-M-US_Open-SF-Pete_Sampras-Lleyton_Hewitt,Lleyton Hewitt,Total,57,31,26,4,0,0,0,0,0,20000909,M,US_Open,SF
50885,20110917-M-Davis_Cup_World_Group_PO-RR-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,94,18,71,27,6,5,1,0,0,20110917,M,Davis_Cup_World_Group_PO,RR
50903,20110917-M-Davis_Cup_World_Group_PO-RR-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,85,27,51,13,7,3,2,2,0,20110917,M,Davis_Cup_World_Group_PO,RR
50921,20181013-M-Shanghai_Masters-SF-Roger_Federer-Borna_Coric,Roger Federer,Total,27,5,21,11,1,0,0,1,0,20181013,M,Shanghai_Masters,SF
50939,20181013-M-Shanghai_Masters-SF-Roger_Federer-Borna_Coric,Borna Coric,Total,40,11,26,10,3,1,2,0,0,20181013,M,Shanghai_Masters,SF
50957,19880123-M-Australian_Open-SF-Stefan_Edberg-Mats_Wilander,Stefan Edberg,Total,107,26,79,9,2,0,1,1,0,19880123,M,Australian_Open,SF
50975,19880123-M-Australian_Open-SF-Stefan_Edberg-Mats_Wilander,Mats Wilander,Total,103,44,54,5,5,0,2,2,1,19880123,M,Australian_Open,SF
50993,20020907-M-US_Open-SF-Pete_Sampras-Sjeng_Schalken,Pete Sampras,Total,85,13,67,12,5,2,2,1,0,20020907,M,US_Open,SF
51011,20020907-M-US_Open-SF-Pete_Sampras-Sjeng_Schalken,Sjeng Schalken,Total,39,13,26,2,0,0,0,0,0,20020907,M,US_Open,SF
51029,20180316-M-Indian_Wells_Masters-SF-Roger_Federer-Borna_Coric,Roger Federer,Total,79,10,68,25,1,1,0,0,0,20180316,M,Indian_Wells_Masters,SF
51047,20180316-M-Indian_Wells_Masters-SF-Roger_Federer-Borna_Coric,Borna Coric,Total,69,24,38,11,7,2,4,1,0,20180316,M,Indian_Wells_Masters,SF
51065,19840908-M-US_Open-SF-Pat_Cash-Ivan_Lendl,Pat Cash,Total,119,26,79,21,14,3,6,3,2,19840908,M,US_Open,SF
51083,19840908-M-US_Open-SF-Pat_Cash-Ivan_Lendl,Ivan Lendl,Total,109,44,55,9,10,4,2,4,0,19840908,M,US_Open,SF
51101,20180928-M-Shenzhen-QF-Andy_Murray-Fernando_Verdasco,Andy Murray,Total,38,6,31,14,1,1,0,0,0,20180928,M,Shenzhen,QF
51119,20180928-M-Shenzhen-QF-Andy_Murray-Fernando_Verdasco,Fernando Verdasco,Total,53,9,41,13,1,1,0,0,0,20180928,M,Shenzhen,QF
51137,20180829-M-US_Open-R64-Andy_Murray-Fernando_Verdasco,Andy Murray,Total,102,24,71,28,4,2,0,2,0,20180829,M,US_Open,R64
51155,20180829-M-US_Open-R64-Andy_Murray-Fernando_Verdasco,Fernando Verdasco,Total,85,21,61,20,2,0,1,1,0,20180829,M,US_Open,R64
51173,20000128-M-Australian_Open-SF-Pete_Sampras-Andre_Agassi,Pete Sampras,Total,95,17,70,11,8,4,3,1,0,20000128,M,Australian_Open,SF
51191,20000128-M-Australian_Open-SF-Pete_Sampras-Andre_Agassi,Andre Agassi,Total,79,35,42,1,2,2,0,0,0,20000128,M,Australian_Open,SF
51209,20180117-M-Australian_Open-R64-Grigor_Dimitrov-Mackenzie_Mcdonald,Grigor Dimitrov,Total,115,21,90,34,3,2,0,0,1,20180117,M,Australian_Open,R64
51227,20180117-M-Australian_Open-R64-Grigor_Dimitrov-Mackenzie_Mcdonald,Mackenzie Mcdonald,Total,97,24,71,28,1,1,0,0,0,20180117,M,Australian_Open,R64
51245,19840908-M-US_Open-SF-John_Mcenroe-Jimmy_Connors,John Mcenroe,Total,138,23,109,28,6,4,2,0,0,19840908,M,US_Open,SF
51263,19840908-M-US_Open-SF-John_Mcenroe-Jimmy_Connors,Jimmy Connors,Total,101,32,67,10,2,1,0,1,0,19840908,M,US_Open,SF
51281,20160909-M-US_Open-SF-Stan_Wawrinka-Kei_Nishikori,Stan Wawrinka,Total,97,29,66,9,2,0,1,0,1,20160909,M,US_Open,SF
51299,20160909-M-US_Open-SF-Stan_Wawrinka-Kei_Nishikori,Kei Nishikori,Total,75,9,59,12,7,2,3,1,1,20160909,M,US_Open,SF
51317,19990602-M-Wimbledon-SF-Patrick_Rafter-Andre_Agassi,Patrick Rafter,Total,66,11,50,20,6,1,2,2,1,19990602,M,Wimbledon,SF
51334,19990602-M-Wimbledon-SF-Patrick_Rafter-Andre_Agassi,Andre Agassi,Total,72,35,34,6,3,1,1,1,0,19990602,M,Wimbledon,SF
51352,20010328-M-Miami_Masters-R16-Alex_Corretja-Patrick_Rafter,Alex Corretja,Total,37,4,3,1,6,1,2,1,0,20010328,M,Miami_Masters,R16
51370,20010328-M-Miami_Masters-R16-Alex_Corretja-Patrick_Rafter,Patrick Rafter,Total,44,6,31,16,6,4,2,0,0,20010328,M,Miami_Masters,R16
51388,20150609-M-Stuttgart-R32-Dustin_Brown-Jerzy_Janowicz,Dustin Brown,Total,65,15,47,23,2,1,0,1,0,20150609,M,Stuttgart,R32
51406,20150609-M-Stuttgart-R32-Dustin_Brown-Jerzy_Janowicz,Jerzy Janowicz,Total,70,15,27,16,4,4,0,0,0,20150609,M,Stuttgart,R32
51424,20181003-M-Tokyo-R32-Yoshihito_Nishioka-Nick_Kyrgios,Yoshihito Nishioka,Total,38,11,25,6,0,0,0,0,0,20181003,M,Tokyo,R32
