,index,Unnamed: 0,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_id,w_winners_fh,w_winners_bh,w_unforced_fh,w_unforced_bh,w_return_pts_faced,w_return_pts_won,w_return_depth_very_deep,w_return_depth_shallow,w_return_depth_deep,w_return_depth_err_net,w_return_depth_err_deep,w_return_depth_err_wide,w_return_depth_wide_deep,w_shot_Direction_crosscourt,w_shot_Direction_down_middle,w_shot_Direction_down_the_line,w_shot_Direction_inside_out,w_shot_Direction_inside_in,l_winners_fh,l_winners_bh,l_unforced_fh,l_unforced_bh,l_return_pts_faced,l_return_pts_won,l_return_depth_very_deep,l_return_depth_shallow,l_return_depth_deep,l_return_depth_err_net,l_return_depth_err_deep,l_return_depth_err_wide,l_return_depth_wide_deep,l_shot_Direction_crosscourt,l_shot_Direction_down_middle,l_shot_Direction_down_the_line,l_shot_Direction_inside_out,l_shot_Direction_inside_in,label
248,1908,48583.0,2021-560,Us Open,Hard,128.0,G,20210830.0,214.0,100644.0,4.0,,Alexander Zverev,R,198.0,GER,24.3,206173.0,13.0,,Jannik Sinner,R,188.0,ITA,20.0,6-4 6-4 7-6(7),5.0,R16,145.0,17.0,3.0,107.0,73.0,53.0,20.0,16.0,6.0,7.0,5.0,2.0,106.0,64.0,47.0,21.0,17.0,8.0,11.0,4.0,8240.0,16.0,2750.0,20210906-M-US_Open-R16-Jannik_Sinner-Alexander_Zverev,7.0,9.0,20.0,17.0,106.0,38.0,10.0,21.0,51.0,1.0,4.0,0.0,0.0,122.0,63.0,39.0,38.0,2.0,16.0,6.0,22.0,17.0,107.0,34.0,6.0,18.0,43.0,2.0,2.0,0.0,0.0,133,89,24,24,5,0.0
249,1911,49472.0,2021-M-DC-2021-WG1-M-NED-URU-01,Davis Cup WG1 R1: NED vs URU,Clay,4.0,D,20210918.0,1.0,122298.0,,,Botic Van De Zandschulp,R,188.0,NED,25.9,208028.0,,,Francisco Llanes,U,175.0,URU,19.4,6-0 6-3,3.0,RR,69.0,2.0,4.0,40.0,29.0,23.0,4.0,8.0,1.0,2.0,0.0,1.0,50.0,32.0,10.0,8.0,7.0,4.0,10.0,62.0,1015.0,1262.0,5.0,20210918-M-Davis_Cup_Group_I-RR-Francisco_Llanes-Botic_Van_De_Zandschulp,13.0,3.0,6.0,8.0,50.0,32.0,8.0,13.0,32.0,0.0,1.0,1.0,0.0,59.0,52.0,4.0,30.0,4.0,3.0,3.0,14.0,10.0,40.0,13.0,10.0,4.0,25.0,0.0,0.0,0.0,0.0,59,49,16,33,8,0.0
250,1926,26976.0,2013-414,Hamburg,Clay,48.0,A,20130715.0,47.0,104926.0,12.0,,Fabio Fognini,R,178.0,ITA,26.1,105643.0,,Q,Federico Delbonis,L,190.0,ARG,22.7,4-6 7-6(8) 6-2,3.0,F,147.0,2.0,3.0,89.0,49.0,34.0,23.0,15.0,2.0,6.0,6.0,2.0,112.0,67.0,43.0,21.0,15.0,9.0,14.0,25.0,1515.0,114.0,507.0,20130731-M-Hamburg-F-Federico_Delbonis-Fabio_Fognini,11.0,16.0,18.0,20.0,112.0,48.0,7.0,12.0,77.0,0.0,0.0,2.0,1.0,132.0,89.0,51.0,46.0,5.0,10.0,8.0,21.0,28.0,89.0,32.0,4.0,7.0,63.0,0.0,2.0,0.0,0.0,45,110,6,151,48,0.0
251,1934,47403.0,2021-0404,Indian Wells Masters,Hard,128.0,M,20211004.0,300.0,111815.0,21.0,,Cameron Norrie,L,188.0,GBR,26.1,105932.0,29.0,,Nikoloz Basilashvili,R,185.0,GEO,29.6,3-6 6-4 6-1,3.0,F,109.0,1.0,2.0,72.0,43.0,33.0,14.0,13.0,3.0,6.0,2.0,0.0,74.0,45.0,25.0,17.0,13.0,3.0,8.0,26.0,2015.0,36.0,1556.0,20211017-M-Indian_Wells_Masters-F-Nikoloz_Basilashvili-Cameron_Norrie,6.0,3.0,16.0,11.0,74.0,32.0,3.0,18.0,51.0,0.0,1.0,0.0,0.0,135.0,81.0,23.0,12.0,1.0,15.0,7.0,31.0,17.0,72.0,25.0,4.0,11.0,41.0,0.0,1.0,1.0,0.0,154,51,34,39,7,0.0
252,1936,47402.0,2021-0404,Indian Wells Masters,Hard,128.0,M,20211004.0,299.0,111815.0,21.0,,Cameron Norrie,L,188.0,GBR,26.1,105777.0,23.0,,Grigor Dimitrov,R,188.0,BUL,30.3,6-2 6-4,3.0,SF,86.0,4.0,1.0,55.0,39.0,27.0,9.0,9.0,1.0,2.0,0.0,4.0,62.0,38.0,22.0,12.0,9.0,3.0,7.0,26.0,2015.0,28.0,1881.0,20211016-M-Indian_Wells_Masters-SF-Grigor_Dimitrov-Cameron_Norrie,5.0,0.0,10.0,10.0,62.0,28.0,1.0,10.0,36.0,2.0,0.0,2.0,0.0,17.0,57.0,9.0,127.0,21.0,11.0,5.0,16.0,15.0,55.0,19.0,3.0,9.0,31.0,0.0,0.0,0.0,0.0,91,69,42,26,9,0.0
253,1942,48898.0,2021-7485,Antwerp,Hard,32.0,A,20211018.0,294.0,106043.0,2.0,,Diego Schwartzman,R,170.0,ARG,29.1,206909.0,,Q,Brandon Nakashima,R,185.0,USA,20.2,6-4 6-2,3.0,QF,93.0,2.0,2.0,43.0,26.0,24.0,12.0,9.0,0.0,0.0,10.0,0.0,71.0,46.0,29.0,11.0,9.0,5.0,8.0,13.0,2970.0,79.0,884.0,20211022-M-Antwerp-QF-Brandon_Nakashima-Diego_Schwartzman,8.0,4.0,5.0,3.0,71.0,31.0,15.0,12.0,43.0,0.0,0.0,0.0,0.0,132.0,72.0,17.0,38.0,2.0,10.0,6.0,17.0,19.0,43.0,7.0,14.0,5.0,28.0,1.0,0.0,1.0,0.0,109,92,42,36,2,0.0
254,1943,48904.0,2021-7485,Antwerp,Hard,32.0,A,20211018.0,300.0,206173.0,1.0,,Jannik Sinner,R,188.0,ITA,20.1,106043.0,2.0,,Diego Schwartzman,R,170.0,ARG,29.1,6-2 6-2,3.0,F,76.0,8.0,2.0,44.0,23.0,21.0,13.0,8.0,2.0,2.0,0.0,1.0,49.0,27.0,13.0,10.0,8.0,3.0,7.0,16.0,2895.0,13.0,2970.0,20211024-M-Antwerp-F-Diego_Schwartzman-Jannik_Sinner,14.0,3.0,9.0,11.0,49.0,26.0,19.0,4.0,34.0,2.0,1.0,0.0,0.0,91.0,57.0,21.0,29.0,3.0,1.0,0.0,11.0,13.0,44.0,10.0,9.0,8.0,21.0,1.0,0.0,1.0,0.0,91,65,15,28,0,0.0
255,1944,48901.0,2021-7485,Antwerp,Hard,32.0,A,20211018.0,297.0,206173.0,1.0,,Jannik Sinner,R,188.0,ITA,20.1,126239.0,,,Arthur Rinderknech,R,196.0,FRA,26.2,6-4 6-2,3.0,QF,78.0,4.0,1.0,45.0,29.0,24.0,11.0,9.0,2.0,3.0,9.0,1.0,56.0,32.0,26.0,5.0,9.0,5.0,9.0,16.0,2895.0,65.0,965.0,20211022-M-Antwerp-QF-Arthur_Rinderknech-Jannik_Sinner,14.0,1.0,3.0,3.0,56.0,25.0,4.0,13.0,21.0,0.0,1.0,0.0,0.0,65.0,45.0,10.0,18.0,2.0,7.0,2.0,10.0,14.0,45.0,10.0,13.0,8.0,29.0,0.0,1.0,0.0,0.0,50,52,13,15,3,0.0
256,1947,47081.0,2021-0337,Vienna,Hard,32.0,A,20211025.0,277.0,104918.0,,WC,Andy Murray,R,190.0,GBR,34.4,128034.0,5.0,,Hubert Hurkacz,R,196.0,POL,24.7,6-4 6-7(6) 6-3,3.0,R32,160.0,10.0,3.0,103.0,59.0,50.0,23.0,16.0,9.0,10.0,12.0,0.0,94.0,55.0,44.0,20.0,15.0,5.0,8.0,156.0,431.0,10.0,3378.0,20211025-M-Vienna-R32-Hubert_Hurkacz-Andy_Murray,11.0,7.0,9.0,13.0,94.0,30.0,21.0,18.0,46.0,1.0,1.0,1.0,0.0,138.0,55.0,29.0,36.0,3.0,20.0,11.0,19.0,19.0,103.0,30.0,30.0,19.0,51.0,1.0,4.0,1.0,0.0,114,47,38,41,8,0.0
257,1952,47082.0,2021-0337,Vienna,Hard,32.0,A,20211025.0,278.0,206173.0,7.0,,Jannik Sinner,R,188.0,ITA,20.1,124187.0,,,Reilly Opelka,R,211.0,USA,24.1,6-4 6-2,3.0,R32,63.0,1.0,1.0,42.0,29.0,27.0,9.0,9.0,0.0,0.0,8.0,1.0,50.0,41.0,26.0,4.0,9.0,1.0,4.0,11.0,3260.0,27.0,1891.0,20211027-M-Vienna-R32-Reilly_Opelka-Jannik_Sinner,9.0,2.0,3.0,2.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,38.0,3.0,17.0,2.0,2.0,1.0,15.0,13.0,42.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,19,27,5,20,0,0.0
258,1965,47184.0,2021-0352,Paris Masters,Hard,64.0,M,20211101.0,298.0,106421.0,2.0,,Daniil Medvedev,R,198.0,RUS,25.7,100644.0,4.0,,Alexander Zverev,R,198.0,GER,24.5,6-2 6-2,3.0,SF,80.0,4.0,0.0,51.0,29.0,23.0,14.0,8.0,3.0,3.0,6.0,4.0,57.0,38.0,23.0,6.0,8.0,1.0,5.0,2.0,9540.0,4.0,7180.0,20211106-M-Paris_Masters-SF-Alexander_Zverev-Daniil_Medvedev,4.0,5.0,5.0,7.0,57.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,148.0,15.0,16.0,0.0,9.0,5.0,18.0,19.0,51.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,140,12,41,0,0.0
259,1966,48705.0,2021-580,Australian Open,Hard,128.0,G,20210208.0,209.0,126610.0,9.0,,Matteo Berrettini,R,196.0,ITA,24.8,111575.0,19.0,,Karen Khachanov,R,198.0,RUS,24.7,7-6(1) 7-6(5) 7-6(5),5.0,R32,179.0,18.0,1.0,122.0,76.0,64.0,23.0,18.0,2.0,4.0,12.0,3.0,122.0,77.0,56.0,24.0,18.0,4.0,6.0,10.0,3345.0,20.0,2290.0,20210213-M-Australian_Open-R32-Karen_Khachanov-Matteo_Berrettini,26.0,3.0,24.0,29.0,122.0,42.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,96.0,151.0,25.0,46.0,5.0,12.0,10.0,32.0,19.0,122.0,35.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,113,121,28,66,2,0.0
260,1968,40304.0,2018-0495,Dubai,Hard,32.0,A,20180226.0,285.0,104291.0,,WC,Malek Jaziri,R,185.0,TUN,34.1,105777.0,1.0,,Grigor Dimitrov,R,188.0,BUL,26.7,4-6 7-5 6-4,3.0,R32,137.0,5.0,3.0,94.0,54.0,42.0,25.0,16.0,7.0,8.0,14.0,12.0,119.0,69.0,51.0,23.0,16.0,6.0,8.0,117.0,481.0,4.0,4635.0,20180227-M-Dubai-R32-Grigor_Dimitrov-Malek_Jaziri,23.0,8.0,13.0,5.0,119.0,45.0,23.0,13.0,43.0,2.0,1.0,1.0,0.0,70.0,23.0,25.0,26.0,11.0,12.0,3.0,11.0,12.0,94.0,27.0,20.0,15.0,49.0,1.0,3.0,1.0,0.0,67,26,23,24,10,0.0
261,1970,47185.0,2021-0352,Paris Masters,Hard,64.0,M,20211101.0,299.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,34.4,128034.0,7.0,,Hubert Hurkacz,R,196.0,POL,24.7,3-6 6-0 7-6(5),3.0,SF,137.0,5.0,3.0,77.0,43.0,33.0,21.0,13.0,1.0,3.0,12.0,2.0,104.0,69.0,49.0,12.0,14.0,8.0,12.0,1.0,10340.0,10.0,3366.0,20211106-M-Paris_Masters-SF-Hubert_Hurkacz-Novak_Djokovic,11.0,5.0,15.0,8.0,104.0,43.0,2.0,20.0,51.0,1.0,3.0,1.0,0.0,158.0,48.0,45.0,41.0,6.0,12.0,6.0,18.0,18.0,77.0,23.0,4.0,11.0,38.0,1.0,2.0,0.0,0.0,152,78,46,18,3,0.0
262,1984,48235.0,2021-520,Roland Garros,Clay,128.0,G,20210531.0,120.0,206173.0,18.0,,Jannik Sinner,R,188.0,ITA,19.7,105732.0,,,Pierre Hugues Herbert,R,188.0,FRA,30.2,6-1 4-6 6-7(4) 7-5 6-4,5.0,R128,212.0,5.0,4.0,154.0,95.0,65.0,35.0,26.0,8.0,12.0,13.0,12.0,151.0,79.0,53.0,35.0,25.0,2.0,10.0,19.0,2500.0,85.0,897.0,20210531-M-Roland_Garros-R128-Pierre_Hugues_Herbert-Jannik_Sinner,18.0,15.0,23.0,18.0,151.0,63.0,20.0,17.0,50.0,4.0,4.0,1.0,0.0,109.0,79.0,21.0,49.0,4.0,19.0,22.0,25.0,24.0,154.0,54.0,46.0,14.0,89.0,3.0,6.0,2.0,1.0,90,69,20,25,4,0.0
263,1989,48074.0,2021-0605,Tour Finals,Hard,8.0,F,20211115.0,300.0,100644.0,3.0,,Alexander Zverev,R,198.0,GER,24.5,106421.0,2.0,,Daniil Medvedev,R,198.0,RUS,25.7,6-4 6-4,3.0,F,75.0,8.0,1.0,54.0,40.0,33.0,8.0,10.0,0.0,0.0,3.0,2.0,58.0,34.0,25.0,13.0,10.0,2.0,4.0,3.0,6540.0,2.0,7640.0,20211121-M-Tour_Finals-F-Daniil_Medvedev-Alexander_Zverev,10.0,5.0,9.0,6.0,58.0,20.0,2.0,7.0,31.0,0.0,3.0,0.0,0.0,67.0,44.0,25.0,16.0,1.0,9.0,2.0,8.0,3.0,54.0,13.0,3.0,10.0,23.0,0.0,0.0,0.0,0.0,80,29,16,19,2,0.0
264,1990,48060.0,2021-0605,Tour Finals,Hard,8.0,F,20211115.0,286.0,206173.0,9.0,,Jannik Sinner,R,188.0,ITA,20.2,128034.0,7.0,,Hubert Hurkacz,R,196.0,POL,24.7,6-2 6-2,3.0,RR,85.0,5.0,0.0,69.0,39.0,29.0,15.0,8.0,5.0,5.0,4.0,0.0,47.0,31.0,18.0,5.0,8.0,2.0,6.0,11.0,3150.0,9.0,3706.0,20211116-M-Tour_Finals-RR-Hubert_Hurkacz-Jannik_Sinner,10.0,3.0,6.0,11.0,47.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,115.0,3.0,17.0,0.0,4.0,4.0,14.0,13.0,69.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,49,99,3,21,0,0.0
265,2003,47100.0,2021-0337,Vienna,Hard,32.0,A,20211025.0,296.0,206173.0,7.0,,Jannik Sinner,R,188.0,ITA,20.1,134770.0,4.0,,Casper Ruud,R,183.0,NOR,22.8,7-5 6-1,3.0,QF,97.0,10.0,0.0,62.0,42.0,32.0,8.0,9.0,4.0,5.0,2.0,2.0,64.0,28.0,20.0,13.0,10.0,7.0,12.0,11.0,3260.0,8.0,3615.0,20211029-M-Vienna-QF-Casper_Ruud-Jannik_Sinner,16.0,5.0,13.0,8.0,64.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,112.0,9.0,33.0,0.0,15.0,0.0,15.0,7.0,62.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,59,112,13,29,1,0.0
266,2004,47616.0,2021-0418,Washington,Hard,64.0,A,20210802.0,298.0,206173.0,5.0,,Jannik Sinner,R,188.0,ITA,19.9,202385.0,,WC,Jenson Brooksby,R,188.0,USA,20.7,7-6(2) 6-1,3.0,SF,89.0,6.0,1.0,57.0,30.0,25.0,19.0,10.0,3.0,3.0,0.0,0.0,59.0,40.0,24.0,10.0,9.0,1.0,3.0,24.0,2280.0,130.0,642.0,20210807-M-Washington-SF-Jenson_Brooksby-Jannik_Sinner,8.0,1.0,2.0,9.0,59.0,25.0,13.0,16.0,35.0,0.0,0.0,0.0,0.0,98.0,32.0,21.0,16.0,4.0,8.0,2.0,2.0,14.0,57.0,13.0,8.0,8.0,23.0,0.0,0.0,0.0,0.0,97,33,25,23,1,0.0
267,2005,47613.0,2021-0418,Washington,Hard,64.0,A,20210802.0,295.0,206173.0,5.0,,Jannik Sinner,R,188.0,ITA,19.9,105449.0,,,Steve Johnson,R,188.0,USA,31.6,6-4 6-2,3.0,QF,71.0,7.0,1.0,51.0,29.0,27.0,12.0,9.0,3.0,3.0,2.0,3.0,53.0,26.0,17.0,13.0,9.0,3.0,6.0,24.0,2280.0,81.0,921.0,20210806-M-Washington-QF-Steve_Johnson-Jannik_Sinner,12.0,0.0,2.0,6.0,53.0,23.0,6.0,7.0,23.0,0.0,0.0,0.0,0.0,47.0,18.0,8.0,10.0,1.0,6.0,3.0,6.0,7.0,51.0,12.0,0.0,10.0,16.0,1.0,0.0,0.0,0.0,43,14,11,14,4,0.0
268,2015,48321.0,2021-520,Roland Garros,Clay,128.0,G,20210531.0,206.0,200221.0,,,Alejandro Davidovich Fokina,R,183.0,ESP,21.9,134770.0,15.0,,Casper Ruud,R,183.0,NOR,22.4,7-6(3) 2-6 7-6(6) 0-6 7-5,5.0,R32,275.0,2.0,4.0,196.0,133.0,85.0,24.0,25.0,12.0,20.0,6.0,6.0,165.0,106.0,67.0,34.0,25.0,10.0,14.0,46.0,1408.0,16.0,2690.0,20210604-M-Roland_Garros-R32-Casper_Ruud-Alejandro_Davidovich_Fokina,39.0,18.0,43.0,28.0,165.0,64.0,47.0,28.0,93.0,5.0,2.0,2.0,0.0,243.0,95.0,66.0,89.0,16.0,42.0,10.0,39.0,17.0,196.0,87.0,52.0,42.0,113.0,5.0,2.0,1.0,0.0,214,109,71,84,21,0.0
269,2019,49637.0,2022-9667,Adelaide 2,Hard,32.0,A,20220110.0,294.0,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,25.7,126846.0,,WC,Aleksandar Vukic,R,188.0,AUS,25.7,6-7(5) 6-3 6-2,3.0,QF,133.0,17.0,1.0,85.0,59.0,51.0,15.0,15.0,1.0,1.0,10.0,0.0,99.0,61.0,41.0,20.0,14.0,12.0,15.0,145.0,480.0,160.0,440.0,20220113-M-Adelaide-QF-Aleksandar_Vukic-Thanasi_Kokkinakis,13.0,4.0,17.0,8.0,99.0,38.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,22.0,16.0,85.0,19.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0.0
270,2020,48935.0,2021-7696,NextGen Finals,Hard,8.0,A,20211108.0,289.0,200624.0,2.0,,Sebastian Korda,R,196.0,USA,21.3,200384.0,8.0,,Hugo Gaston,L,173.0,FRA,21.1,3-4(2) 3-4(6) 4-0 4-3(3) 4-0,3.0,RR,122.0,10.0,3.0,92.0,59.0,40.0,20.0,13.0,9.0,10.0,1.0,2.0,100.0,60.0,36.0,20.0,13.0,13.0,18.0,39.0,1464.0,67.0,919.0,20211109-M-NextGen_Finals-RR-Hugo_Gaston-Sebastian_Korda,19.0,8.0,18.0,13.0,100.0,44.0,26.0,15.0,54.0,1.0,4.0,0.0,0.0,96.0,30.0,42.0,44.0,2.0,11.0,3.0,14.0,17.0,92.0,32.0,20.0,14.0,48.0,1.0,1.0,2.0,0.0,95,47,8,18,2,0.0
271,2022,49658.0,2022-9663,Sydney,Hard,32.0,A,20220110.0,300.0,106234.0,1,,Aslan Karatsev,R,185.0,RUS,28.3,104918.0,,WC,Andy Murray,R,190.0,GBR,34.6,6-3 6-3,3.0,F,92.0,4.0,1.0,55.0,30.0,24.0,18.0,9.0,5.0,5.0,5.0,5.0,55.0,28.0,23.0,9.0,9.0,4.0,7.0,20.0,2351.0,135.0,521.0,20220115-M-Sydney-F-Andy_Murray-Aslan_Karatsev,16.0,7.0,9.0,10.0,55.0,23.0,16.0,4.0,30.0,1.0,1.0,1.0,0.0,54.0,17.0,26.0,26.0,4.0,5.0,2.0,7.0,8.0,55.0,13.0,17.0,11.0,31.0,0.0,3.0,0.0,0.0,64,24,7,7,2,0.0
272,2023,49631.0,2022-9667,Adelaide 2,Hard,32.0,A,20220110.0,300.0,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,25.7,126239.0,,,Arthur Rinderknech,R,196.0,FRA,26.4,6-7(6) 7-6(5) 6-3,3.0,F,158.0,18.0,0.0,92.0,71.0,64.0,11.0,16.0,0.0,0.0,15.0,0.0,104.0,68.0,55.0,19.0,17.0,1.0,3.0,145.0,480.0,58.0,1057.0,20220115-M-Adelaide-F-Arthur_Rinderknech-Thanasi_Kokkinakis,16.0,3.0,8.0,6.0,104.0,30.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,61.0,38.0,16.0,33.0,4.0,18.0,4.0,18.0,13.0,92.0,17.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,48,59,17,33,4,0.0
273,2030,49768.0,2022-580,Australian Open,Hard,128.0,G,20220117.0,183.0,206173.0,11,,Jannik Sinner,R,188.0,ITA,20.4,105449.0,,,Steve Johnson,R,188.0,USA,32.0,6-2 6-4 6-3,5.0,R64,101.0,11.0,2.0,71.0,45.0,37.0,18.0,14.0,1.0,1.0,5.0,1.0,84.0,47.0,33.0,15.0,13.0,3.0,8.0,10.0,3390.0,104.0,724.0,20220120-M-Australian_Open-R64-Steve_Johnson-Jannik_Sinner,12.0,6.0,7.0,8.0,84.0,36.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,74.0,52.0,28.0,21.0,5.0,13.0,3.0,21.0,14.0,71.0,16.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,74,42,33,33,5,0.0
274,2031,46132.0,2020-560,Us Open,Hard,128.0,G,20200831.0,211.0,106233.0,2.0,,Dominic Thiem,R,185.0,AUT,26.9,105227.0,31.0,,Marin Cilic,R,198.0,CRO,31.9,6-2 6-2 3-6 6-3,5.0,R32,147.0,9.0,2.0,104.0,61.0,53.0,20.0,17.0,7.0,8.0,5.0,3.0,98.0,61.0,45.0,16.0,17.0,5.0,10.0,3.0,7135.0,38.0,1225.0,20200906-M-US_Open-R32-Marin_Cilic-Dominic_Thiem,15.0,10.0,12.0,25.0,98.0,37.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,42.0,116.0,14.0,32.0,2.0,20.0,4.0,23.0,14.0,104.0,31.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,65,95,6,46,0,0.0
275,2032,49784.0,2022-580,Australian Open,Hard,128.0,G,20220117.0,199.0,126610.0,7,,Matteo Berrettini,R,196.0,ITA,25.7,207989.0,31,,Carlos Alcaraz,R,185.0,ESP,18.7,6-2 7-6(3) 4-6 2-6 7-6(5),5.0,R32,250.0,10.0,2.0,163.0,115.0,90.0,21.0,25.0,9.0,13.0,12.0,8.0,155.0,96.0,71.0,36.0,25.0,5.0,8.0,7.0,4568.0,31.0,1609.0,20220121-M-Australian_Open-R32-Carlos_Alcaraz-Matteo_Berrettini,15.0,4.0,20.0,26.0,155.0,48.0,5.0,31.0,68.0,5.0,4.0,1.0,1.0,141.0,75.0,43.0,52.0,5.0,26.0,9.0,32.0,17.0,163.0,52.0,20.0,21.0,80.0,2.0,2.0,3.0,0.0,118,75,43,73,19,0.0
276,2038,49805.0,2022-580,Australian Open,Hard,128.0,G,20220117.0,220.0,126610.0,7,,Matteo Berrettini,R,196.0,ITA,25.7,104792.0,17,,Gael Monfils,R,193.0,FRA,35.3,6-4 6-4 3-6 3-6 6-2,5.0,QF,229.0,12.0,2.0,170.0,103.0,76.0,34.0,23.0,11.0,14.0,15.0,7.0,136.0,76.0,58.0,32.0,23.0,7.0,11.0,7.0,4568.0,20.0,2373.0,20220125-M-Australian_Open-QF-Gael_Monfils-Matteo_Berrettini,24.0,9.0,32.0,28.0,136.0,46.0,10.0,22.0,63.0,4.0,4.0,0.0,1.0,171.0,86.0,34.0,64.0,15.0,22.0,9.0,31.0,19.0,170.0,60.0,7.0,23.0,91.0,2.0,2.0,2.0,0.0,163,97,43,67,10,0.0
277,2046,49849.0,2022-0375,Montpellier,Hard,32.0,A,20220131.0,290.0,104755.0,,,Richard Gasquet,R,185.0,FRA,35.6,126952.0,,,Soon Woo Kwon,R,180.0,KOR,24.1,7-5 6-4,3.0,R16,99.0,7.0,1.0,56.0,28.0,25.0,20.0,11.0,0.0,0.0,12.0,4.0,93.0,55.0,39.0,17.0,11.0,11.0,13.0,75.0,852.0,55.0,1120.0,20220203-M-Montpellier-R16-Soon_Woo_Kwon-Richard_Gasquet,5.0,10.0,6.0,8.0,93.0,37.0,21.0,15.0,47.0,2.0,0.0,0.0,0.0,121.0,41.0,15.0,19.0,0.0,15.0,8.0,20.0,17.0,56.0,11.0,5.0,10.0,23.0,4.0,0.0,0.0,0.0,102,58,14,32,7,0.0
278,2048,49804.0,2022-580,Australian Open,Hard,128.0,G,20220117.0,219.0,106421.0,2,,Daniil Medvedev,R,198.0,RUS,25.9,202195.0,,,Maxime Cressy,R,198.0,USA,24.6,6-2 7-6(4) 6-7(4) 7-5,5.0,R16,210.0,15.0,6.0,129.0,84.0,71.0,29.0,22.0,1.0,1.0,18.0,18.0,165.0,104.0,77.0,32.0,22.0,9.0,12.0,2.0,8935.0,70.0,875.0,20220124-M-Australian_Open-R16-Maxime_Cressy-Daniil_Medvedev,18.0,16.0,1.0,3.0,165.0,56.0,5.0,20.0,9.0,0.0,0.0,0.0,0.0,65.0,51.0,22.0,13.0,0.0,34.0,18.0,24.0,15.0,129.0,29.0,25.0,18.0,59.0,6.0,4.0,1.0,1.0,49,20,9,11,0,0.0
279,2051,49845.0,2022-0375,Montpellier,Hard,32.0,A,20220131.0,294.0,122330.0,6,,Alexander Bublik,R,196.0,KAZ,24.6,105138.0,2,,Roberto Bautista Agut,R,183.0,ESP,33.7,6-4 2-6 7-6(4),3.0,QF,123.0,26.0,8.0,93.0,61.0,49.0,15.0,15.0,3.0,5.0,3.0,1.0,106.0,76.0,57.0,14.0,15.0,8.0,9.0,35.0,1433.0,19.0,2385.0,20220204-M-Montpellier-QF-Roberto_Bautista_Agut-Alexander_Bublik,19.0,6.0,21.0,17.0,106.0,35.0,19.0,12.0,61.0,3.0,3.0,1.0,0.0,78.0,40.0,35.0,9.0,2.0,12.0,4.0,12.0,9.0,93.0,29.0,9.0,13.0,23.0,0.0,1.0,1.0,0.0,75,53,17,41,7,0.0
280,2053,49905.0,2022-0506,Buenos Aires,Clay,32.0,A,20220207.0,288.0,132283.0,3,,Lorenzo Sonego,R,191.0,ITA,26.7,202104.0,,WC,Sebastian Baez,R,170.0,ARG,21.1,6-3 6-3,3.0,R16,118.0,2.0,1.0,74.0,55.0,35.0,8.0,9.0,9.0,11.0,0.0,2.0,74.0,60.0,29.0,6.0,9.0,6.0,11.0,22.0,1962.0,74.0,866.0,20220209-M-Buenos_Aires-R16-Sebastian_Baez-Lorenzo_Sonego,15.0,4.0,15.0,10.0,74.0,39.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,119.0,52.0,14.0,40.0,11.0,19.0,5.0,23.0,17.0,74.0,31.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,109,39,38,61,11,0.0
